spotify_id,year,title,artist,peak_pos,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
3DK6m7It6Pw857FcQftMds,2011,Runaway,kanye west,12,0.577,0.527,86.966,0.0725,0.195,0.00257,4,0.552,1,547733,-3.724,0.107,0
3DmW6y7wTEYHJZlLo1r6XJ,2014,Shower,becky g,16,0.529,0.285,119.987,0.0487,0.0317,3.59E-05,4,0.699,2,206167,-7.548,0.121,1
3DnzEB8Ffnp5sjnCbOugUX,2016,Perfect,one direction,10,0.823,0.119,99.933,0.0762,0.0598,0,4,0.647,2,230333,-5.231,0.396,1
3dOAXUx7I1qnzWzxdnsyB8,2012,Lonely Boy,the black keys,64,0.872,0.0997,166.3,0.068,0.00417,0.00975,4,0.356,2,193653,-7.837,0.607,1
3DrjZArsPsoqbLzUZZV1Id,2011,Back To December,taylor swift,6,0.667,0.415,141.901,0.0288,0.121,0,4,0.527,2,293027,-4.662,0.313,1
3dSIeXdrdDlrQqw8orI57q,2013,Turn The Night Up,enrique iglesias,61,0.735,0.103,128.017,0.041,0.00606,7.70E-06,4,0.778,0,196947,-5.321,0.211,1
3dskm5fAe8OkBtM9E0VVWx,2017,Almost Like Praying,lin-manuel miranda,20,0.791,0.232,188.36,0.238,0.0198,0,4,0.471,5,200457,-3.373,0.507,0
3dSsqTvkWZLQ7V4y4ftFgV,2003,Flipside,freeway,95,0.966,0.19,86.487,0.456,0.106,0,1,0.524,6,236707,-2.75,0.67,0
3dTwLV3pAQ3OhEKPVG42fx,2013,Ready,fabolous feat. chris brown,93,0.623,0.124,149.984,0.202,0.384,0,4,0.597,7,239947,-8.418,0.275,0
3Du2K5dLzmduCNp6uwuaL0,2017,Sorry Not Sorry,demi lovato,6,0.635,0.283,144.004,0.265,0.0223,0,4,0.702,11,203760,-6.917,0.873,0
3duP6mBVDsHM8ioN7o7dAK,2006,Boondocks,little big town,46,0.78,0.48,88.016,0.0332,0.211,0,4,0.41,9,272347,-5.391,0.695,1
3dVRdoxPN20V8w0KDxWtIC,2003,From Tha Chuuuch To Da Palace,snoop dogg,77,0.675,0.0808,96.88,0.279,0.257,0,4,0.78,1,285787,-5.568,0.681,1
3DvXCbvkyzyfRYiWOJKWEr,2014,Who Do You Love?,yg,54,0.417,0.0875,193.257,0.51,0.0288,0,4,0.68,9,233573,-9.749,0.146,1
3dvynJHFt37j6R8CIIEZh5,2012,I Can Only Imagine,david guetta,44,0.935,0.412,127.952,0.0435,0.0553,0,4,0.67,9,209539,-2.038,0.248,1
3DwoQNhaFD3mCKh93w2MHH,2002,I Miss You,dmx,86,0.71,0.106,90.568,0.194,0.142,0,4,0.725,6,280867,-5.172,0.566,1
3dWwcgXF8C4bguGHoWQkG3,2004,Whatever U Want,christina milian,100,0.729,0.341,102.325,0.123,0.0135,9.53E-06,4,0.791,1,229333,-5.588,0.866,1
3DzXG6MunDGsEGn8Deyr4O,2009,More Like Her,miranda lambert,90,0.393,0.0977,132.746,0.025,0.238,0,4,0.556,11,208867,-6.589,0.213,1
3e21cX0CVwzkQXiHz7WUQZ,2010,Drop The World,lil wayne,18,0.9,0.202,145.042,0.392,0.0763,0,4,0.505,1,229227,-1.578,0.391,1
3e41nkMyqcAwaQCXJVj87G,2001,Only In America,brooks,33,0.886,0.865,137.764,0.0402,0.067,0.00159,4,0.512,4,268191,-5.906,0.693,1
3e4ZaMM2t6Pv25W05KfZTP,2010,I Keep On Loving You,reba,78,0.477,0.111,127.106,0.027,0.331,0,4,0.525,10,193893,-5.453,0.339,1
3E5XrOtqMAs7p2wKhwgOjf,2009,Just Dance,lady gaga,1,0.732,0.19,119.002,0.0334,0.0335,4.95E-05,4,0.818,1,241933,-4.474,0.679,0
3E6t25sxh6v5FDSfIVIAOz,2004,Whiskey Girl,toby keith,31,0.876,0.215,123.059,0.0527,0.0154,0,4,0.645,6,238373,-3.665,0.544,1
3e7Y6sfFlIdBMJhX7wpqVO,2018,44 More,Logic,22,0.589,0.113,139.971,0.202,0.0635,0,4,0.829,1,188600,-7.055,0.233,1
3E8eSqBoqLs8ELbrK3NJHs,2001,Hemorrhage (In My Hands),fuel,30,0.829,0.217,152.135,0.0422,0.000142,0.00077,4,0.315,1,237347,-4.117,0.34,1
3E8mkgsexzpLBGd6o4iCGC,2007,Blue Magic,jay-z,55,0.642,0.783,87.006,0.412,0.183,0,4,0.803,6,248920,-6.344,0.564,0
3E9kjnz0hjlCAaNkpDAJLG,2010,Way Out Here,josh thompson,85,0.72,0.183,147.94,0.0308,0.057,0,4,0.389,2,245899,-5.465,0.51,1
3EaFe9jMJ8upE4597GkKR2,2004,Runnin (Dying To Live),tupac,19,0.805,0.331,166.18,0.4,0.0463,0.000205,4,0.541,10,230786,-2.832,0.597,0
3EaUpHrrmoupWICI0uf6Y0,2004,Stays In Mexico,toby keith,51,0.882,0.303,122.945,0.0724,0.148,0,4,0.655,9,214800,-3.301,0.718,1
3ebXMykcMXOcLeJ9xZ17XH,2017,Scared To Be Lonely,martin garrix,76,0.54,0.261,137.972,0.0576,0.0895,0,4,0.584,1,220883,-7.786,0.195,0
3eCCKKOz8XcTff5Uz0x2to,2002,Can't Fight The Moonlight,leann rimes,11,0.846,0.0496,97.87,0.0457,0.176,0,4,0.599,6,215933,-5.991,0.506,0
3ee8Jmje8o58CHK66QrVC2,2018,Sad!,XXXTENTACION,7,0.613,0.123,75.023,0.145,0.258,0.00372,4,0.74,8,166606,-4.88,0.473,1
3eeyKKtXwcw1gmP7iDypqz,2011,Time After Time,javier colon,65,0.32,0.124,120.024,0.0438,0.877,0.965,4,0.541,0,203087,-14.756,0.146,1
3eGH1kOyOjq19khdfYg5R7,2016,American Country Love Song,jake owen,55,0.892,0.0997,104.009,0.0411,0.0725,0,4,0.539,8,200640,-4.59,0.34,1
3egMjJ5jtlH4gIlLFkQH0L,2001,Liquid Dreams,o-town,10,0.7,0.0531,108.019,0.035,0.0264,0,4,0.823,0,210400,-5.042,0.75,0
3Eh33UmqyS7PGIfaNQgr0d,2016,Under Pressure,queen,29,0.719,0.0751,113.549,0.0457,0.523,0,4,0.666,2,243427,-7.216,0.52,1
3EhEA0wiWPhqfjbaSHIxan,2002,She Was,mark chesnutt,62,0.54,0.0684,177.168,0.0276,0.0118,0,4,0.398,3,201173,-9.31,0.447,1
3EJ9ZuqkL1kwgouugqsLu8,2013,Own It,drake,78,0.343,0.304,103.029,0.115,0.0496,4.13E-05,4,0.653,8,252053,-11.327,0.284,0
3EJxmHgxLBq61a9XD9pjzX,2013,Vivir Mi Vida,marc anthony,92,0.875,0.346,105.006,0.0349,0.328,0,4,0.653,0,253547,-3.226,0.908,0
3ekvPNnFzO7okhIkZ8jsGH,2009,sobeautiful,musiq soulchild,84,0.562,0.0885,133.987,0.0637,0.0656,0,4,0.689,7,291133,-7.048,0.21,0
3emCzvUm5FsQnofdNQL73a,2014,Break Free,ariana grande,4,0.702,0.204,129.956,0.0455,0.0064,4.35E-05,4,0.687,7,214840,-5.324,0.284,0
3EmmCZoqpWOTY1g2GBwJoR,2017,Just Hold On,steve aoki,52,0.932,0.0574,114.991,0.0824,0.00383,1.50E-06,4,0.647,11,198774,-3.515,0.374,1
3eOeuofLjOgjOCs7eWuvZ0,2014,Cool Kids,echosmith,13,0.793,0.133,130.001,0.032,0.0882,1.05E-05,4,0.692,8,215879,-3.896,0.763,1
3EofjRgUI1WrzqqtLb8NoF,2015,Cheyenne,jason derulo,66,0.768,0.122,99.679,0.127,0.0126,7.13E-06,4,0.554,6,215107,-5.812,0.324,0
3EQrkdolSzhmCs3ZEk5PYS,2007,More Than A Memory,garth brooks,53,0.549,0.165,138.339,0.0279,0.46,0,4,0.491,1,202664,-4.252,0.184,1
3eRLKD1Lgc2OrYGxRxX62s,2005,Untitled (How Can This Happen To Me?),simple plan,49,0.342,0.0908,186.162,0.0327,0.875,3.00E-06,4,0.208,6,239813,-8.702,0.135,1
3ERS3R0knFUvG68792i1r1,2001,When I Think About Angels,jamie o'neal,35,0.834,0.172,96.881,0.0551,0.332,0,4,0.688,11,182893,-3.292,0.519,1
3eRxuSmKX33VMM2qaVWCxL,2003,Something,lasgo,35,0.91,0.179,141.911,0.158,0.00658,0.00246,4,0.555,10,212741,-6.672,0.37,1
3eSwvMfSA0Fyku6Ak5JEw0,2002,Where Were You (When The World Stopped Turning),alan jackson,28,0.387,0.0764,115.362,0.0316,0.549,0,4,0.623,0,305093,-9.537,0.189,1
3ESxS1yCFwtYMSjE01hwMS,2009,Number One,r. kelly,59,0.818,0.125,136.876,0.119,0.21,0,4,0.656,0,264480,-4.408,0.613,1
3et1SjQkOhOSUl9vzfDzlx,2014,How I Feel,flo rida,96,0.955,0.422,127.985,0.112,0.106,0,4,0.637,7,169557,-1.691,0.613,0
3EvikALPuMmowg1M2dyJgW,2003,Come Over,aaliyah,32,0.456,0.171,109.162,0.0777,0.506,6.08E-05,4,0.759,5,235024,-8.022,0.652,0
3EWMoDIm6lzuR0zQKtuCJX,2018,Up Down (feat. Florida Georgia Line),Morgan Wallen Featuring Florida Georgia Line,49,0.885,0.175,129.933,0.0346,0.0788,0,4,0.588,6,198120,-3.046,0.786,1
3eWxADd1CLwJVhyPzrCpl8,2001,When It's Over,sugar ray,13,0.771,0.165,99.91,0.0471,0.0465,0,4,0.677,4,218333,-5.852,0.936,1
3ExcxvkepzqXKkf8tfZlI8,2005,Don't Ask Me How I Know,bobby pinson,88,0.724,0.261,83.98,0.0306,0.00579,0,4,0.529,2,255373,-4.798,0.472,1
3ExJ502WjNtnMzuOmCOefa,2005,These Boots Are Made For Walkin',jessica simpson,14,0.789,0.273,91.994,0.123,0.0112,0.000645,4,0.778,11,238853,-9.256,0.755,1
3eY3wZJPHwVtD4TM518Ov6,2006,Oh Yes (aka 'Postman'),juelz santana,56,0.772,0.322,147.872,0.243,0.245,0,4,0.752,0,181333,-5.474,0.721,1
3eYnKe0LhQA1B5HEkQaRTP,2011,Christmas Song (Chestnuts Roasting On An Open Fire),justin bieber,58,0.441,0.103,103.231,0.0292,0.44,0,3,0.522,9,215160,-9.436,0.172,0
3EZAnO8lnPCBCcJcwAZbEB,2010,Another Way To Die,disturbed,81,0.967,0.12,112.017,0.0692,8.46E-05,0.00612,4,0.621,6,253387,-2.35,0.315,1
3f3eGePL5Ec3wh8D6Oc6eh,2014,Meanwhile Back At Mama's,tim mcgraw,41,0.677,0.22,86.476,0.0371,0.572,1.92E-05,4,0.614,6,230867,-8.673,0.637,1
3F3fJkWPzg4fx1ONrC9xDO,2006,Always On Your Side,sheryl crow,33,0.565,0.113,140.192,0.0259,0.571,0,4,0.511,5,249587,-4.68,0.216,1
3F3N97ZRJJf42YPpwy4iJZ,2011,The Race,wiz khalifa,66,0.748,0.609,151.876,0.201,0.872,5.59E-06,4,0.658,5,335613,-6.323,0.571,1
3F6czr26ZwGU5O5CHY04Ma,2010,Fearless,taylor swift,9,0.694,0.293,100.029,0.028,0.0434,0,4,0.588,5,242000,-4.324,0.51,1
3F7ZB57jdi0ElIc8K8UiIt,2002,The Star Spangled Banner,whitney houston,6,0.648,0.955,87.522,0.0394,0.671,0.0196,4,0.244,8,134533,-6.574,0.495,1
3f9X0GdtSSq06xZVJZ5S5T,2008,Winner At A Losing Game,rascal flatts,52,0.576,0.106,171.842,0.0255,0.235,0,4,0.438,7,286613,-6.426,0.456,1
3FDrI0FLKzrYQiWxPhqV2W,2017,Rollin,calvin harris,62,0.762,0.224,92.002,0.0849,0.45,6.67E-05,4,0.754,6,272667,-4.486,0.673,0
3FF6jZY1wDHXJUUN18qsLx,2009,Paparazzi,lady gaga,6,0.688,0.0904,114.93,0.0478,0.12,0,4,0.758,5,208320,-3.918,0.357,0
3fGXhNuP4Zks2Drjr4xPCE,2005,Don't Worry 'Bout A Thing,shedaisy,59,0.816,0.12,97.965,0.0451,0.116,0,4,0.694,9,214960,-2.012,0.794,1
3FgxTW3HiEqSvR9h1H4q5J,2009,Sober,pink,15,0.792,0.182,90.975,0.0302,0.0746,0,4,0.617,6,251427,-4.907,0.403,1
3FK9kGJEnA2ScQ5UbeZBPO,2014,The Heart Of Dixie,danielle bradbery,58,0.627,0.251,155.89,0.0339,0.0127,0,4,0.456,6,210040,-5.696,0.432,1
3FL294j5PN9eYGh8slNKvB,2014,Survival,eminem,16,0.907,0.079,176.032,0.212,0.00345,0,4,0.453,7,272280,-2.959,0.435,1
3fmv1CYKMru9JY6c33frlU,2015,Back It Up,prince royce,92,0.743,0.0482,104.078,0.0758,0.0895,0,4,0.736,1,200936,-7.437,0.799,1
3fNjgK9w11pnoR9pYrq2il,2011,What Are Words,chris medina,83,0.262,0.0893,124.052,0.0325,0.815,0,4,0.589,0,187440,-7.229,0.415,1
3FnkZFv7kbxwlgaLgbqeDc,2008,If I Had Eyes,jack johnson,47,0.572,0.0897,184.853,0.047,0.693,0.00103,4,0.639,2,238813,-7.972,0.749,1
3FNmGbwcWuVqsiGxYYy8Wu,2003,Beware Of The Boys (Mundian To Bach Ke),panjabi mc,33,0.95,0.054,124.999,0.056,0.00888,0.717,4,0.619,11,227653,-5.967,0.49,1
3fpTMuD1u3gJlVI4FadVHs,2010,Fancy,drake,25,0.894,0.354,87.59,0.398,0.328,0,4,0.652,0,319387,-5.701,0.262,0
3fpVWegR6YOS1Yk5HSMYIq,2018,Paranoid,Post Malone,11,0.554,0.166,159.85,0.137,0.0379,3.84E-05,4,0.61,0,221787,-5.501,0.244,1
3fRlFGB8bVvpRuUt3iJlwS,2004,Come Clean,hilary duff,35,0.91,0.27,118.084,0.0696,0.0218,1.91E-05,4,0.577,8,214560,-4.978,0.528,0
3FRuUuqmFDk3BYHaDzAjTI,2009,Ice Cream Freeze (Let's Chill),hannah montana,87,0.969,0.621,105.989,0.0514,0.0553,3.62E-05,4,0.725,0,187400,-3.615,0.894,1
3FrX3mx8qq7SZX2NYbzDoj,2011,Who's That Chick?,david guetta,51,0.601,0.0458,127.938,0.116,0.00372,0,4,0.675,11,201040,-4.733,0.931,0
3Fsjt1h1p2o86pC2lQopJc,2012,Better Than I Know Myself,adam lambert,76,0.812,0.18,109.452,0.138,0.0322,0,5,0.484,10,216173,-4.743,0.308,1
3FSLzr6mZakBTd10nSiWKj,2002,The Rising,bruce springsteen,52,0.758,0.0978,110.189,0.0329,0.0574,0,4,0.494,10,287360,-6.389,0.308,1
3FtrGP7XMpl79Kc32s17Fd,2005,Do You Want Fries With That,tim mcgraw,59,0.802,0.111,135.999,0.0317,0.214,0,4,0.604,7,239760,-3.995,0.671,1
3Fuua9VwSOYHVWYKWTote5,2014,Bottoms Up,brantley gilbert,20,0.887,0.127,169.937,0.0481,0.138,0,4,0.48,7,222333,-4.452,0.482,1
3FUZpoj9VV0sgc8RqbS3xQ,2012,Kyoto,skrillex,74,0.92,0.483,174.974,0.0713,0.0012,0.000596,4,0.605,4,200787,-2.298,0.219,0
3fV2ZnSsxgvXUHshkGCBdR,2010,Solo,iyaz,32,0.728,0.197,130.061,0.0291,0.197,0,4,0.73,11,194267,-3.113,0.68,1
3FWPoYBDserKdzcattMFGa,2016,Roses,the chainsmokers,6,0.808,0.225,100.033,0.0473,0.0299,0.00414,4,0.718,4,225813,-7.652,0.309,1
3fXYcpFvBCsfyZAtOWoPXz,2012,Bag Of Money,wale,64,0.599,0.115,139.956,0.293,0.0342,0,4,0.441,8,247280,-5.439,0.288,1
3FY0HrfhcG75h0UCTGpg4S,2007,King Kong,jibbs,54,0.752,0.29,78.008,0.204,0.0175,0,4,0.774,1,275267,-5.007,0.529,1
3fyMH1t6UPeR5croea9PrR,2009,Best I Ever Had,drake,2,0.861,0.277,161.776,0.376,0.219,0,4,0.427,1,257760,-4.874,0.581,1
3fzDcbJZC7HoTHeH2Z1R4A,2000,The Best Day,george strait,31,0.446,0.312,132.38,0.0288,0.689,0,4,0.651,9,198613,-6.541,0.314,1
3FZn2eFyPG9kSTFdwUTF6r,2003,Emotional Rollercoaster,vivian green,39,0.563,0.316,122.837,0.13,0.105,0,4,0.696,6,195600,-5.891,0.457,0
3FzrJNJPOl5gnKpkdUvfjO,2005,Lot Of Leavin' Left To Do,dierks bentley,47,0.865,0.529,118.004,0.0286,0.0015,0.0263,4,0.57,4,273507,-4.122,0.711,1
3G2grVPTDrTQskKKsoEnRA,2016,White Iverson,post malone,14,0.523,0.0846,130.039,0.0368,0.234,0,4,0.677,7,255173,-8.722,0.331,1
3g2qgbWPl8TcgJIkstWpSV,2018,Bodak Yellow (Money Moves),Cardi B,1,0.574,0.428,124.982,0.0577,0.0606,0,3,0.813,9,220395,-9.401,0.546,1
3G5iN5QBqMeXx3uZPy8tgB,2014,Young Girls,bruno mars,32,0.749,0.205,125.986,0.032,0.461,1.82E-06,4,0.561,6,228720,-4.951,0.501,0
3G7XYAwtxtoGK7fAm4IlD9,2015,Classic Man,jidenna,22,0.585,0.292,94.072,0.0348,0.185,0,4,0.79,8,226000,-6.058,0.585,1
3ga3cmO4mb9dMhysyJUEaH,2011,I Wouldn't Be A Man,josh turner,92,0.483,0.0962,130.836,0.0291,0.447,0.000318,4,0.605,2,212693,-7.775,0.169,1
3Gamc2D6VSlXpUcmhPUFYt,2003,My Love Is Like... Wo,mya,13,0.677,0.286,132.876,0.103,0.207,3.92E-06,4,0.833,4,209490,-6.413,0.738,1
3gATNBVu8d7oWs9WijPDjD,2016,Pink + White,frank ocean,84,0.546,0.422,159.996,0.106,0.674,4.86E-05,3,0.539,9,184516,-7.448,0.554,1
3GCdLUSnKSMJhs4Tj6CV3s,2018,Black Panther,Kendrick Lamar,91,0.633,0.0926,96.924,0.0597,0.0605,0.000194,4,0.698,8,232187,-4.946,0.552,1
3GCL1PydwsLodcpv0Ll1ch,2009,You Belong With Me,taylor swift,2,0.768,0.103,129.996,0.0387,0.263,1.59E-05,4,0.691,6,231133,-4.386,0.454,1
3GcwozYZG8VWPPy1gnc8uo,2001,My Projects,coo coo cal,81,0.803,0.146,95.332,0.222,0.0602,5.27E-06,4,0.88,4,225027,-5.978,0.794,0
3gDqPGOZPkKTjC9cgv9yXH,2009,Never Ever,ciara,66,0.726,0.158,131.99,0.0337,0.0213,0,4,0.668,11,272613,-6.371,0.286,1
3GfFnxBuDNay7D1srwrqZU,2010,This Ain't Nothin',craig morgan,83,0.532,0.124,149.71,0.0306,0.153,0,4,0.353,6,242227,-5.318,0.282,1
3ggmtswnS5czhEAGDsm6D8,2005,Keg In The Closet,kenny chesney,64,0.901,0.057,138.879,0.0477,0.00446,4.68E-06,4,0.654,1,212427,-6.401,0.73,1
3ggPv9plkk3a5EfI4D9g2L,2000,This Gift,98 degrees,49,0.529,0.0824,86.984,0.0325,0.506,0,4,0.623,0,246933,-8.649,0.423,1
3gkijt6bxk8ts6S2RCEu4n,2002,Electrical Storm,u2,77,0.542,0.337,95.996,0.0286,0.147,0.000193,4,0.473,4,279893,-6.668,0.241,1
3GnaKTRxcEvpCwYSgHraLk,2013,Long Live A$AP,a$ap rocky,86,0.828,0.115,130.044,0.291,0.607,1.15E-06,4,0.729,0,289587,-4.98,0.343,0
3goSVuTt3fDYDP6kRnFwuL,2008,Take A Bow,rihanna,1,0.469,0.104,82.009,0.0771,0.242,0,4,0.705,9,229413,-7.46,0.552,1
3GpbwCm3YxiWDvy29Uo3vP,2009,Right Round,flo rida,1,0.672,0.232,124.986,0.0551,0.009,0,4,0.72,7,204640,-6.852,0.705,1
3gqnOpefgHHJ9QERNtIblj,2014,Let It Be,tessanne chin,76,0.64,0.513,190.403,0.632,0.604,0,4,0.577,0,255800,-3.656,0.53,1
3gR9QL5O6D84caWGvqHJCX,2015,Adore,cashmere cat,93,0.622,0.118,138.461,0.0525,0.0798,1.41E-05,4,0.332,5,216000,-5.582,0.23,0
3grPZ1iQg2tEdh0ZCh3HTt,2014,Stay,florida georgia line,28,0.935,0.147,141.903,0.0396,0.0915,0,4,0.491,1,199320,-2.99,0.607,1
3GT6eLQhtvmFu30StsjB1L,2013,Best I Ever Had,gavin degraw,75,0.931,0.319,134.972,0.0963,0.00206,0,4,0.544,7,226053,-5.236,0.529,1
3GVkPk8mqxz0itaAriG1L7,2017,Everybody Dies In Their Nightmares,xxxtentacion,54,0.57,0.112,129.953,0.133,0.847,2.14E-05,4,0.734,7,95467,-7.066,0.689,0
3GwlJODUKP9RN1vamDfLc6,2008,7 Things,miley cyrus,9,0.893,0.0644,107.013,0.0326,0.0301,0,4,0.599,1,216493,-4.962,0.553,0
3gY3fTkff4VmZ2XfvU6N4l,2016,Home,gnash,76,0.755,0.0684,164.183,0.187,0.0426,1.75E-06,4,0.61,5,216047,-5.491,0.22,1
3gz4UBairZaiIRTti4AqSm,2014,Rewind,rascal flatts,38,0.657,0.106,164.054,0.0325,0.0186,0,4,0.535,3,206267,-7.637,0.746,1
3GZuofjHU2nu8kcifVt1SY,2011,Songbird,glee cast,68,0.0622,0.0867,183.497,0.039,0.964,1.20E-06,4,0.32,5,198147,-10.938,0.393,1
3h0NvxPV2wiENW2ieih9DL,2004,When I Look To The Sky,train,74,0.663,0.118,80.299,0.0259,0.086,0,4,0.506,0,244640,-3.972,0.498,1
3H2PYvePtlKoErKnlP943M,2006,The Lucky One,faith hill,69,0.864,0.351,119.981,0.0319,0.0551,0,4,0.677,5,216427,-4.062,0.69,1
3hB5DgAiMAQ4DzYbsMq1IT,2016,Love Yourself,justin bieber,1,0.378,0.28,100.418,0.438,0.835,0,4,0.609,4,233720,-9.828,0.515,1
3HE50TVRquwXe9yv2HFoNL,2007,Never Too Late,three days grace,71,0.778,0.163,149.864,0.0371,0.00838,0,4,0.433,2,209333,-4.68,0.217,0
3hfP6dd2kHx9nSDtsiHIOa,2006,London Bridge,fergie,1,0.604,0.332,91.085,0.292,0.0798,0,4,0.782,6,213747,-10.776,0.705,0
3HjH4PE5jhdtyb2UHNP2QI,2016,All I Ask,adele,77,0.213,0.127,72.899,0.0392,0.876,4.17E-06,5,0.276,3,282619,-12.122,0.12,0
3hJQ0Bzblzx7JY5rKPvap0,2010,Physical,glee cast,89,0.698,0.0959,123.849,0.0467,0.0236,0,4,0.789,0,198907,-5.837,0.416,1
3HMMQkT3IMvMBbvxUNPpK3,2010,Pray For You,jaron and the long road to love,34,0.663,0.148,139.926,0.0421,0.56,0,4,0.498,10,190240,-5.691,0.418,1
3HNeVfTdtMy3l8qEe1MYNn,2013,All Gold Everything,trinidad james,36,0.77,0.0846,99.882,0.354,0.078,0,4,0.54,7,187847,-7.748,0.633,1
3hQCHzkE5oSA3F1xM8bpcM,2006,Hustlin',rick ross,54,0.657,0.0606,135.995,0.288,0.0898,0,4,0.505,9,254093,-7.254,0.666,1
3hv6ndi7uFT9L9wrhQCsqY,2018,Gucci Flip Flops (feat. Lil Yachty),Bhad Bhabie Featuring Lil Yachty,79,0.603,0.122,159.976,0.308,0.0351,0.0159,4,0.82,8,151851,-7.18,0.177,1
3HVJbdz0V402U5YggQK4Ao,2006,Touch It,busta rhymes,16,0.547,0.196,139.53,0.39,0.00515,5.55E-05,5,0.648,6,214960,-6.586,0.446,1
3hVNySmPHrzsrpwxL3j6vT,2000,That's What I'm Looking For,da brat,56,0.728,0.055,130.076,0.102,0.344,0,4,0.929,1,221533,-5.524,0.961,1
3HvNzmI0hX2dXcE41lBMxi,2013,Tornado,little big town,51,0.696,0.107,97.004,0.0247,0.0459,9.61E-05,4,0.739,3,223573,-5.149,0.492,0
3hwwIr2pcL2IWBpEUj5Hya,2006,Window Shopper,50 cent,20,0.702,0.531,174.332,0.193,0.105,0,4,0.542,5,190307,-4.835,0.492,0
3Hy4QQEowJx4eVhFGtadOi,2006,Walk Away,kelly clarkson,12,0.882,0.0928,115.997,0.0414,0.0126,1.04E-06,4,0.743,0,188387,-5.264,0.936,1
3HYCeVnv07xuaKC7g3qyr7,2006,Stick To The Status Quo,high school musical cast,43,0.78,0.902,160.152,0.146,0.0211,2.12E-06,4,0.516,6,270893,-6.26,0.553,1
3hYvGiw2Q8QE2YWdIJLBz0,2017,Tell Me You Love Me,demi lovato,53,0.582,0.181,82.142,0.0433,0.0241,0,4,0.536,3,236987,-5.452,0.253,0
3I0FBDc1c1BLNtXWKVjmFg,2016,Untitled 02 l 06.23.2014.,kendrick lamar,79,0.506,0.646,85.349,0.519,0.341,0,3,0.526,5,258827,-10.47,0.0963,1
3i18dmoH6qfcfFG7ctRlFL,2002,Out Of My Heart (Into Your Head),bbmak,56,0.904,0.337,123.44,0.0365,0.0101,4.32E-06,4,0.531,10,243787,-3.904,0.559,1
3I4QOvltiKcMu3xmnQjEct,2017,Green Light,lorde,19,0.731,0.0794,128.851,0.106,0.0166,1.58E-05,4,0.598,9,234653,-7.776,0.229,1
3I7krC8kr0gFR7P6vInR1I,2017,Do I Make You Wanna,billy currington,47,0.751,0.208,89.953,0.0299,0.122,0,4,0.549,9,234306,-5.423,0.493,1
3IAkklaNlYsVbvvbUg1PEn,2016,Love Drought,beyonce,47,0.441,0.235,78.912,0.0323,0.739,0.794,4,0.595,0,215867,-14.077,0.49,1
3iAvTn62s7rvE6hm6fFodt,2011,Loser Like Me,glee cast,6,0.864,0.0421,106.034,0.0631,0.00331,0,4,0.701,3,199000,-4.351,0.811,1
3IcGfl8jVOapoWGRV9QP3u,2006,"A Little Less Sixteen Candles, A Little More Touch Me",fall out boy,65,0.9,0.271,133.08,0.0618,0.00518,0,4,0.544,7,170280,-3.117,0.708,1
3IcIIZMMS7UArJJPtEHXG8,2009,Obsessed,mariah carey,7,0.471,0.862,86.467,0.0695,0.0517,0,4,0.742,1,242200,-5.513,0.384,1
3IEb6eoUOVEPp4wvGcBbx9,2011,"Save Me, San Francisco",train,75,0.946,0.616,111.998,0.0429,0.0558,0,4,0.641,2,249427,-2.694,0.889,1
3IFo5x0HWlvRu0QIAtefor,2010,Marry You,glee cast,32,0.768,0.161,144.919,0.0318,0.0335,7.93E-06,4,0.637,5,225133,-6.889,0.459,1
3iGjPHGVRKPgQ6LvSN2zJI,2005,Scars,papa roach,15,0.916,0.176,89.918,0.0608,0.0916,0,4,0.455,11,208213,-3.824,0.437,1
3IgStZuiKavUbUPWn3Pyy6,2000,Your Everything,keith urban,51,0.54,0.0688,139.714,0.027,0.0399,0,4,0.549,9,239360,-5.76,0.361,1
3IJ6BBFLD2I2CH3hHFQj3O,2017,4 Da Gang,future,92,0.474,0.229,146.244,0.355,0.0751,0,4,0.705,2,187749,-7.534,0.179,1
3IJCSQoLF4YzPAKaxq2JLb,2015,Yoga,janelle monae,79,0.546,0.209,130.028,0.0498,0.0159,8.41E-05,4,0.74,7,217679,-5.674,0.375,0
3Ik6ZVvOgr2Pu5cnI8Gsu0,2015,B**** I'm Madonna,madonna,84,0.61,0.162,149.979,0.182,0.054,0.000469,4,0.738,10,228853,-5.63,0.527,0
3IKNWHruNkpjYSWN6MhmwS,2006,Fresh Azimiz,bow wow,23,0.422,0.14,160.041,0.0849,0.00315,0.807,4,0.655,6,248427,-12.824,0.505,1
3iL2l5gUqyPS6vDwJFgJTR,2009,Bedrock,young money,2,0.659,0.141,148.001,0.225,0.109,0,4,0.732,8,288133,-6.089,0.575,1
3IPnBzGRMg6BfViFxxa0Gq,2014,Love Is An Open Door,kristen bell,49,0.627,0.18,200.088,0.263,0.303,0,4,0.533,6,124733,-6.256,0.517,0
3iQHtjDo1jgcbjUPsh3Dkb,2004,Time's Up!,jadakiss,70,0.832,0.0711,93.178,0.22,0.085,0,4,0.822,2,216133,-2.631,0.756,1
3IQSYqnKsCTMLWn2xE3HFT,2009,I'm On A Boat,the lonely island,56,0.872,0.0996,149.959,0.264,0.0421,0,4,0.622,0,156267,-2.272,0.643,1
