,year,title,artist,id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
35,2000,Party of Special Things to Do,The White Stripes,5YCzAdTeW0IQMA8slJaeCB,0.793,0.113,79.404,0.11,0.00771,0.00141,4,0.503,5,170133,-4.349,0.38,1
36,2000,In Love,Grave,3T9JBhnKnxmkYOHLx2pgJd,0.877,0.0528,98.922,0.0923,1.04e-06,0.888,4,0.249,1,215973,-7.546,0.49,1
37,2000,Let The Mermaids Flirt With Me,Mississippi John Hurt,0oclIpeAU98s8VO9pEgoP9,0.109,0.117,156.262,0.0457,0.941,0.00079,3,0.579,0,203467,-20.645,0.738,1
38,2000,Ayoko Na Sana,Ariel Rivera,6GNNxVIW7odsFmuRfQihxM,0.456,0.0924,129.772,0.0309,0.868,0.00418,4,0.563,6,194453,-9.168,0.108,0
39,2000,Getting To Know Each Other,Ariel Rivera,2Cu1svdS65XkKML81zD8a3,0.452,0.0924,99.991,0.0244,0.17,0.0,4,0.7,4,197307,-10.654,0.437,1
40,2000,Sana Kahit Minsan,Ariel Rivera,35PM6cvBZnIhhheTQg6UU2,0.699,0.124,145.846,0.0339,0.5,0.0,4,0.568,11,251733,-6.839,0.631,1
41,2000,Simple Lang,Ariel Rivera,13JI4BbIZVVYDQQaodCZPo,0.428,0.111,136.142,0.0283,0.839,2.58e-06,4,0.642,0,235040,-10.82,0.213,0
42,2000,Wala Kang Katulad,Ariel Rivera,6s4hB0LCVv1VB1gfWHRcOz,0.554,0.098,109.956,0.0257,0.586,1.75e-06,4,0.735,6,259547,-8.125,0.481,1
43,2000,Felicidad,Los Socios Del Ritmo,27HEcrCxtG7hJQSi1JzMJI,0.561,0.128,80.042,0.0447,0.115,0.0,4,0.84,5,197640,-6.173,0.924,0
44,2000,Love Is the Right Place,Bryan White,6YAKLYoIE3lxW0nJ0UIAxB,0.73,0.143,148.822,0.051,0.184,0.0,4,0.682,3,194107,-6.534,0.735,1
45,2000,King Of Glory,Third Day,2W0egOKRsG5sFGsRj7SltG,0.561,0.0889,93.633,0.0321,0.0351,0.000741,4,0.244,4,380960,-7.38,0.166,1
46,2000,Hanging By A Moment,Lifehouse,0wqOReZDnrefefEsrIGeR4,0.855,0.0716,124.578,0.0352,0.000983,0.0,4,0.531,1,216067,-4.95,0.424,1
47,2000,Cemburu,Dewa,4huqghnepsIzBA01HfaAG3,0.666,0.433,185.378,0.0363,0.34,0.0,4,0.419,4,187307,-6.873,0.625,0
48,2000,Sayap - Sayap Patah,Dewa,4pJKLwSWPqkkpCZaQ5OPiz,0.924,0.113,94.846,0.0541,0.03,0.0,4,0.439,1,258693,-5.266,0.533,0
49,2000,The Love I Found In You,Jim Brickman,1C8Eg0qncyksJLdEnADkpG,0.299,0.403,121.562,0.0407,0.891,0.000216,4,0.37,5,203840,-10.965,0.188,1
50,2000,I Just Wanna Make You Happy,David Cassidy,7qkWW5uJlbsG2PzZo1C5Vb,0.656,0.0648,81.464,0.0325,0.568,0.0,4,0.443,5,139467,-7.827,0.852,1
51,2000,In the Sun,Joseph Arthur,54GafcqLZfddzJChsrat0t,0.631,0.195,110.952,0.0341,0.507,0.0409,4,0.511,10,336293,-7.454,0.282,1
52,2000,Lead Me Lord,Gary Valenciano,31Z8a8TVSOK5qMtkCfp05m,0.263,0.138,76.967,0.0299,0.898,0.0,4,0.498,8,251356,-12.46,0.246,1
53,2000,Warrior Is A Child,Gary Valenciano,7sZrZ0obXj5rzGgaz91waY,0.112,0.119,70.16,0.0347,0.908,1.14e-05,5,0.206,8,251008,-16.226,0.212,1
54,2000,I'm Like A Bird,Nelly Furtado,2tP7ZekzXfduShx8C6cbll,0.633,0.288,89.644,0.0383,0.147,1.48e-06,4,0.616,10,243160,-5.076,0.58,1
55,2000,Don't Stop Being Crazy,Helloween,3SfcM1DMYHTZB999UVtrVa,0.629,0.231,140.134,0.0425,0.00257,0.000548,4,0.429,6,262733,-7.484,0.308,1
56,2000,Rolodex Propaganda,At The Drive In,5N7T9Bjmb4HYkqEleqM2g3,0.983,0.0478,165.153,0.275,0.193,0.0,4,0.3,0,175173,-2.16,0.296,1
57,2000,"Now We Are Free - From ""Gladiator"" Soundtrack",Lisa Gerrard,1raWfcURBd1Q3W3K0ojDCM,0.217,0.104,138.225,0.0336,0.602,0.099,4,0.286,9,254307,-18.805,0.0389,1
58,2000,In Key,Spur Of The Moment,2ptNHiOb6DbdWytP2Nsslu,0.605,0.0837,176.116,0.0397,0.0987,0.903,4,0.527,0,281413,-6.117,0.601,0
59,2000,"Pyaar Hua, Ikrar Hua (From ""Shri 420"") [1955]",Various Artists,43XFnsDw9XnyOQrPUOtfff,0.455,0.12,126.527,0.0316,0.739,3.2e-05,4,0.458,9,266787,-8.609,0.863,1
60,2000,My Traveling Star,James Taylor,4WFC5oosVJnVD0hgfx4cM9,0.331,0.11,111.687,0.0355,0.469,0.0,4,0.724,11,233200,-14.086,0.355,1
61,2000,Raised Up Family,James Taylor,2d86vRYBgTl4oJ28WrpiKw,0.395,0.123,95.987,0.0337,0.26,0.00605,4,0.851,2,279467,-9.432,0.524,1
62,2000,September Grass,James Taylor,5oT7HmkPkGsi0SAB10D34x,0.384,0.114,100.981,0.0305,0.565,0.00114,4,0.803,11,289960,-12.878,0.55,1
63,2000,American Child,Phil Vassar,3BcGTyGnofcaQlxEaHyuPD,0.685,0.157,168.121,0.0277,0.252,0.0,3,0.397,2,189373,-5.815,0.443,1
64,2000,Ava Maria,Maria Ferrante,6drMEKriM3sscgdmDqc1OW,0.0334,0.103,171.61,0.0565,0.957,0.00236,3,0.184,10,374933,-30.03,0.0371,1
65,2000,Working in the Coal Mine,Lee Dorsey,5GR1Jj5ahZtoR6WqyM5LP4,0.493,0.0556,142.764,0.0689,0.691,0.0,4,0.766,3,169933,-8.571,0.921,1
66,2000,Hate To Say I Told You So,The Hives,6xxXrNJnnsQNLdgNk8S4y8,0.929,0.442,135.767,0.0549,0.00109,0.00785,4,0.451,5,199760,-5.021,0.378,1
67,2000,Flying Dreams,Kenny Loggins,5FMvyZGED31NhYB28bbocK,0.243,0.0877,83.612,0.0298,0.852,2.09e-05,3,0.344,3,246333,-14.8,0.156,1
68,2000,Hana Aluna Lullabye,Kenny Loggins,2wezXSfvnivQ5rLLvVxKNP,0.108,0.17,130.745,0.0317,0.911,0.00669,4,0.325,2,373133,-18.267,0.111,1
69,2000,This Place Is Terrible,King Diamond,4kLNuS7FOqEIXOsvNd2zLd,0.979,0.145,157.12,0.0618,0.000245,0.0243,4,0.408,9,334200,-3.816,0.346,1
70,2000,Mean Old Man,James Taylor,0WqZ6MR1Xmz3MCaWA4HZ8x,0.177,0.114,89.513,0.0505,0.818,1.64e-06,4,0.525,9,220960,-15.373,0.187,1
71,2000,Someone Loves You Honey,June Lodge,1ddfBve2WRkzF1ALYh1PVR,0.419,0.222,160.01,0.0743,0.329,3.94e-05,4,0.667,7,227040,-12.485,0.852,1
72,2000,Cover Me with Kisses,Kylie Minogue,2buyJ9oyf7N3Faq5SRYbV3,0.937,0.102,153.228,0.046,0.0134,0.000195,4,0.573,11,187455,-5.247,0.961,0
73,2000,Are You Ever Gonna Love Me,Chris Cagle,5TDM3j01haNYnK43VD6fMX,0.478,0.127,141.978,0.0262,0.164,4.95e-05,4,0.494,7,227440,-8.308,0.127,1
74,2000,The Last Winged Unicorn,Rhapsody,1yYv7vgoxd9Gi9R1ZV1lQh,0.964,0.066,89.999,0.0618,0.0125,7.88e-05,4,0.388,9,343707,-2.624,0.236,0
75,2000,Duck And Run,3 Doors Down,0s8OsDxW96cl290PcsI2mX,0.919,0.131,87.931,0.0436,0.0149,7.1e-05,4,0.524,4,230600,-5.505,0.848,0
76,2000,Children On Parade,Colin Hay,1uaphB8N7jHwtGG9IecKoY,0.251,0.0748,141.175,0.0412,0.823,0.00136,5,0.439,7,217787,-15.427,0.15,1
77,2000,What's Good About Goodbye,Nana Mouskouri,5Q6Q4QE1rlHIMcziSWtxGY,0.243,0.0985,170.322,0.0362,0.986,0.0871,4,0.198,3,175467,-11.691,0.121,1
78,2000,Il Re Dei Pagliacci,Various Artists,4KrqBux9b8psZGnEkkpLT1,0.462,0.158,189.679,0.0732,0.499,3.39e-05,4,0.453,10,202253,-14.342,0.792,1
79,2000,Hate To Say I Told You So,The Hives,6xxXrNJnnsQNLdgNk8S4y8,0.929,0.442,135.767,0.0549,0.00109,0.00785,4,0.451,5,199760,-5.021,0.378,1
80,2000,Sea Groove,Big Boss Man,4lhFA1E4MFfPeO9gYJEZOs,0.759,0.0271,110.026,0.052,0.0127,0.898,4,0.803,5,268173,-7.705,0.869,1
81,2000,Are You Sad,Our Lady Peace,4nmHsUb5CGWxR3uBVG8Bdy,0.461,0.14,131.964,0.0264,0.2,0.000477,4,0.564,6,307200,-6.927,0.281,1
82,2000,Made to Heal,Our Lady Peace,4SxnxwRTlXUmJb6qkvSnhh,0.812,0.103,161.346,0.0876,0.00424,0.000449,4,0.375,4,227373,-6.688,0.533,1
83,2000,Middle of Yesterday,Our Lady Peace,6zvX1SJB9bDgwfGL3NqTvQ,0.908,0.382,164.131,0.0694,0.0112,0.0,4,0.371,3,234933,-4.613,0.568,1
84,2000,Right Behind You (Mafia),Our Lady Peace,0RV6wrz6NXFKEuQfekhUjy,0.875,0.0504,90.011,0.0442,0.00371,1.18e-06,4,0.504,6,193133,-5.55,0.688,1
85,2000,Here's to the Night,Eve 6,4tgeQrPu5xkrnwErym2JsJ,0.652,0.0781,97.469,0.0244,0.0405,0.000378,4,0.583,7,249840,-6.255,0.352,1
86,2000,Glitter In Their Eyes,Patti Smith,3XGLnUh9XzH1KiAobnpzsv,0.89,0.297,153.808,0.0342,0.00119,0.0,4,0.477,9,183293,-5.253,0.856,0
87,2000,Libbie's Song,Patti Smith,0Lq4NllebNkxlkGfMTfdIE,0.383,0.0757,137.571,0.0341,0.692,0.0,4,0.452,7,206720,-8.976,0.391,1
88,2000,Strange Messengers,Patti Smith,3G2CZrk8WUMfdIgK1u0Fl7,0.634,0.101,80.426,0.0262,0.118,3.68e-06,4,0.449,0,482693,-6.751,0.313,1
89,2000,Cuckoo's Nest,Nickel Creek,79QOptRQIPEAUynI4LeeHR,0.673,0.18,118.794,0.0401,0.883,0.893,4,0.508,7,139667,-8.038,0.96,1
90,2000,Eye Contact,Jay Beckenstein,37bPydtyElNj0AERSVzGMM,0.597,0.0958,88.006,0.0333,0.046,0.665,4,0.707,5,294533,-9.335,0.552,0
91,2000,Hanggang Ngayon,Kyla,2l0jvrJplQPD7RaeGqYNCV,0.222,0.136,86.852,0.0388,0.778,1.15e-05,4,0.573,2,249187,-13.416,0.268,1
92,2000,Gotta Hold On To This Feeling,Jr. Walker & The All Stars,2dlVeyhP1kM1xdfJGN6gpG,0.689,0.0634,113.482,0.031,0.209,1.64e-05,4,0.61,1,214133,-7.08,0.863,1
93,2000,Broadway and Briar,The Broadways,7zT38ynJbb6pi8vi0WlLou,0.84,0.127,123.705,0.0335,1.78e-05,0.563,3,0.428,4,149427,-9.552,0.92,1
94,2000,I Will Not Breakdown,Tiffany,3Wdwi1v5cbAUChZBHCBtXg,0.625,0.072,95.425,0.0259,0.0018,0.00226,4,0.648,7,253440,-6.287,0.453,1
95,2000,You're Everywhere,Third Day,4uIZjBW1aJ0e3w8Y7prt61,0.437,0.142,127.646,0.0297,0.456,0.0412,4,0.4,7,253800,-8.938,0.207,1
96,2000,Red Red Wine,UB40,4uOKFydzAejjSFqYbv1XPt,0.468,0.269,89.119,0.0476,0.00414,1.32e-05,4,0.857,1,183113,-8.53,0.843,1
97,2000,Until My Dying Day,UB40,2y9WjMBxurTYQPxCPGXLgl,0.848,0.0643,191.885,0.0522,0.0203,2.84e-05,4,0.683,7,234011,-9.199,0.825,0
98,2000,Ho Ho Vengaboys!,Vengaboys,70JY5DeA401VoPIXvc7MqF,0.891,0.0525,132.985,0.0364,0.000795,0.00246,4,0.692,1,220293,-9.376,0.945,1
99,2000,Shalala Lala,Vengaboys,6sQ41j7G8kyhirJxBoI6gs,0.851,0.256,124.016,0.0363,0.0431,0.0197,4,0.745,2,215813,-8.86,0.974,1
100,2000,Skinnydippin',Vengaboys,0fA6gAjpLH4rUWJYG1xR1k,0.952,0.171,135.998,0.0361,0.00609,0.003,4,0.755,0,210000,-7.149,0.879,1
101,2000,Superfly Slick Dick,Vengaboys,50H0A5Qbds00N3DpMR9On8,0.816,0.176,137.009,0.0571,0.000904,0.366,4,0.691,0,320307,-8.175,0.245,1
102,2000,Uncle John From Jamaica,Vengaboys,0K7P82sgDDgdeUisBVRQ6t,0.666,0.0995,103.993,0.0421,0.0168,0.0,4,0.825,0,188027,-8.823,0.942,1
103,2000,Get All Excited,Bill Gaither,6m4ev9JVFXqpjttZaCLjRS,0.495,0.103,129.917,0.0319,0.67,0.0,4,0.664,3,154480,-13.582,0.856,1
104,2000,Every Little Thing You Do,Westlife,5tDDqSnNltCcFkdTcyaAPf,0.473,0.0744,137.598,0.0309,0.205,0.0,4,0.512,0,247400,-8.408,0.393,1
105,2000,I Lay My Love on You - Remix,Westlife,0V82wcNlunw76nvvmPL9tk,0.787,0.193,102.95,0.0239,0.038,0.0,4,0.664,0,208600,-5.246,0.588,1
106,2000,Loneliness Knows Me By Name,Westlife,3qV16JCqDll7zjKKWyK4w1,0.768,0.358,94.859,0.0258,0.132,0.0,4,0.614,5,182040,-4.5,0.599,1
107,2000,Puzzle of My Heart,Westlife,3rn07BEDuQLxbpKsStMido,0.573,0.274,80.011,0.0257,0.0613,0.0,4,0.516,7,219107,-6.501,0.198,1
108,2000,Somebody Needs You,Westlife,5vFxnu2jkxn8vTA185oH10,0.861,0.118,100.982,0.0406,0.136,0.0,4,0.725,2,187107,-4.669,0.793,1
109,2000,A Boy's Best Friend,The White Stripes,5I2FvUojIXRj1w4Cl6qPe3,0.368,0.127,74.433,0.0317,0.292,0.000468,1,0.376,3,262080,-10.521,0.107,1
110,2000,Apple Blossom,The White Stripes,2EWMlxsVQdNpgZ3TryxdR9,0.454,0.0879,128.201,0.0535,0.65,0.000138,4,0.537,9,133293,-7.896,0.628,1
111,2000,Hello Operator,The White Stripes,0VRZJQpVz9Hdpkm5A4Qyb3,0.719,0.152,95.04,0.0478,0.261,0.000544,4,0.54,10,156267,-8.944,0.645,1
112,2000,"Lord, Send Me an Angel",The White Stripes,4bO7RGvpEWDMZHxHf9cxg9,0.594,0.135,190.546,0.15,0.443,0.0,4,0.334,8,158960,-13.06,0.769,1
113,2000,"Sister, Do You Know My Name?",The White Stripes,6xUwTW2NLLDUSCbbQEa09c,0.358,0.0803,69.343,0.0319,0.482,0.00103,4,0.412,3,171840,-9.734,0.366,1
114,2000,Truth Doesn't Make A Noise,The White Stripes,2x4TRIJ3dw7ZWFSixYJE9M,0.614,0.0788,78.075,0.0461,0.333,8.4e-05,4,0.365,6,194547,-9.092,0.535,1
115,2000,Why Can't You Be Nicer To Me?,The White Stripes,1K22bWruthtqXMKOMHNuYN,0.914,0.316,82.546,0.0839,0.377,0.00866,4,0.467,11,202240,-6.974,0.229,1
116,2000,Your Southern Can Is Mine,The White Stripes,7igiOMajM4z17KjthH1NnU,0.397,0.498,84.778,0.102,0.484,0.0,4,0.72,1,149027,-12.268,0.605,1
117,2000,Get Your Walk On,Xzibit,1RPhSs2lDYKjDsELKtPvQd,0.74,0.0593,97.855,0.26,0.0562,0.0,4,0.909,1,219840,-2.361,0.802,1
118,2000,Sorry I'm Away so Much,Xzibit,0F9T8YsaIIztXWlEBDiE0E,0.662,0.171,97.331,0.276,0.0352,5.13e-06,4,0.905,7,239160,-5.577,0.333,1
119,2000,Ironclad,Sleater-Kinney,4Na8B2qBWg76RA15psdb27,0.99,0.329,163.698,0.103,0.00362,0.000483,4,0.405,6,154147,-4.769,0.46,1
120,2001,"Suite from Hamlet, Op. 32: III. Tournament",The Louisville Orchestra,3YObbB1kEspl7nRM05FqvX,0.704,0.147,138.063,0.0478,0.824,0.923,4,0.413,2,62960,-13.52,0.405,0
121,2001,Peaches and Cream,112,2SLZ2rX5773RS16mcqBxG7,0.52,0.0532,203.862,0.334,0.00277,0.0,4,0.677,4,193093,-6.255,0.768,0
122,2001,"Happy Holidays, You Bastard",blink-182,5lE1g5Qsi1stIjYh8O5FC1,0.988,0.506,172.529,0.0961,0.0168,0.0,4,0.408,11,42400,-2.028,0.963,1
123,2001,She Said,Ben Okafor,2TyVnyzioOM6CeoYVkhGCH,0.326,0.0706,122.503,0.237,0.0266,6.7e-06,4,0.971,9,229507,-12.944,0.593,0
124,2001,My Friend,Groove Armada,5LRxSyiIRHQD26h1mdM0Ir,0.867,0.0571,94.091,0.158,0.00877,0.688,4,0.473,2,300267,-8.824,0.153,0
125,2001,It's Over Now,112,769geiA8btidGHda4BBDOJ,0.71,0.0736,97.988,0.0409,0.0106,7.01e-06,4,0.66,1,264933,-4.541,0.233,1
126,2001,I Am Your Woman,Syleena Johnson,6zFPVaf3NTwsiV7byxJKoB,0.594,0.356,171.581,0.0937,0.101,0.0,4,0.489,1,267173,-6.848,0.54,1
127,2001,Standing on the Edge of Summer,Thursday,5l2P0TBREso46wxFq4jQrI,0.847,0.0985,168.707,0.0481,0.00011,0.000324,4,0.236,2,222040,-4.534,0.376,1
128,2001,Always in My Heart,Tevin Campbell,2CD8UvBi01dwnriCM8TivL,0.677,0.144,124.152,0.0253,0.0282,5.99e-05,4,0.713,6,338732,-6.761,0.522,1
129,2001,Pictured Within,Deep Purple,6kYx8rsUAiWvKC6fAWnupy,0.16,0.931,126.096,0.0653,0.785,0.00588,4,0.327,3,684573,-22.633,0.133,1
130,2001,"Mixed-Up, Shook-Up Girl",Patty & The Emblems,1pVFchEqnrpIEtuGrB4srT,0.47,0.127,128.8,0.033,0.248,0.0,4,0.597,5,126920,-10.207,0.615,1
131,2001,Gotta Be Thug,Fabolous,1bKv5bSDGVGaIZ7im87CiV,0.833,0.0639,177.691,0.329,0.0167,1.32e-05,4,0.607,9,238933,-4.761,0.692,0
132,2001,Ma' Be Easy,Fabolous,4Kdy54ozhfO9TimC9UI3Ue,0.783,0.0355,99.544,0.235,0.0164,0.0058,4,0.653,10,225160,-5.205,0.838,0
133,2001,Since I Laid Eyes On You,Comes With The Fall,2QR2VezZfwxSgI0xH5tfwE,0.68,0.344,148.5,0.0369,0.00013,1.91e-06,4,0.318,7,257627,-6.58,0.456,0
134,2001,Dust My Broom,Elmore James,0fM0mFxHP1R4KPX1PB8tWU,0.66,0.322,100.783,0.0306,0.0115,0.336,4,0.507,2,175040,-4.957,0.696,1
135,2001,Wherever You Will Go,The Calling,5QpaGzWp0hwB5faV8dkbAz,0.719,0.115,112.027,0.0267,0.0367,0.0,4,0.558,2,208600,-5.113,0.371,1
136,2001,Wasting My Time,Default,5dpAN1mjFPL38kh9kWsCiw,0.776,0.0698,148.11,0.0322,0.00171,0.0,4,0.449,2,269307,-5.594,0.198,1
137,2001,Angelique-O - Remastered,Harry Belafonte,3GX9pOrFcNUtN34FwhWinY,0.361,0.447,91.914,0.061,0.787,0.0,4,0.614,5,160213,-12.975,0.887,1
138,2001,Hold 'em Joe,Harry Belafonte,3lwEgdhnC4H9jfXELWCu29,0.534,0.238,95.615,0.0582,0.61,0.0,4,0.767,4,154520,-7.514,0.889,1
139,2001,Family Tree - Norman Cook Remix,Family Tree,1vxh6q1iKaJ4twc2uvWc3Q,0.82,0.0855,116.517,0.0851,0.0148,0.364,4,0.791,10,388720,-10.607,0.711,0
140,2001,The Rock Show,blink-182,2ydUT1pFhuLDnouelIv4WH,0.959,0.0766,193.155,0.0869,0.000324,0.0,4,0.41,9,171600,-4.563,0.83,1
141,2001,I Send a Message,INXS,6NW5mX8pIyF4BeTNaw7pEZ,0.517,0.0819,135.825,0.0767,0.12,0.309,4,0.819,0,205627,-6.503,0.836,1
142,2001,Stoned Out Of My Mind,The Chi-Lites,2hGvPUVI9TqByJXR8PBSQ0,0.469,0.163,105.858,0.0414,0.0561,1.28e-06,4,0.745,6,178520,-15.822,0.797,0
143,2001,World Gone Wild,Journey,0nh6FkbapaaoQMLbMqCvkY,0.913,0.151,150.977,0.0712,0.00215,0.000907,4,0.394,2,360333,-5.592,0.198,1
144,2001,7 Days,Craig David,0gPQTLaqHDgdupKEok7J2x,0.812,0.0951,83.013,0.0487,0.23,0.0,4,0.659,4,235133,-7.499,0.888,0
145,2001,It's Over Now,112,769geiA8btidGHda4BBDOJ,0.71,0.0736,97.988,0.0409,0.0106,7.01e-06,4,0.66,1,264933,-4.541,0.233,1
146,2001,Oh Happy Day,The Edwin Hawkins Singers,34yIb7hw5SuR80au1BHTtt,0.462,0.102,116.782,0.0346,0.0961,0.0,4,0.321,8,308600,-10.711,0.457,1
147,2001,The Rock Show,blink-182,2ydUT1pFhuLDnouelIv4WH,0.959,0.0766,193.155,0.0869,0.000324,0.0,4,0.41,9,171600,-4.563,0.83,1
