ID,Year
1qe7sHgBp3i0y5JRBXimsH,2001
5Flyry8kwnmeuvdSHE4mNj,2001
1Hn9f0bECJ4FRgm7aTugRt,2001
4CjkHAvYshlbweHyv7FyjD,2001
32STaXClophtsRD9Omlywq,2001
4h1pSWP3qyJFaqCykhHT8l,2001
4VoqFg8TeyDh9spKtW3e0z,2001
5dpAN1mjFPL38kh9kWsCiw,2001
769geiA8btidGHda4BBDOJ,2001
769geiA8btidGHda4BBDOJ,2001
2qeY18SMucMGLwLWf2OFKk,2001
4um6ZMnib1I7VuG3c6jGm5,2001
18pFNWs405l7VJklUFbh6C,2001
6OpnfAOr0fTok9HfJCflvl,2001
0iaqHNP9OioKgjaRT3SXzS,2001
4eriYvLzd50Fxes5eZZeLE,2001
5Flyry8kwnmeuvdSHE4mNj,2001
5pkODNs3tEe8DMqjorjR8c,2001
4qcGDeuUURbFGE8BoXpFw6,2001
1A0j6qANKHgk7VZ6uvYO06,2001
6VD5vEK2wVfTG7q84pJ6EO,2001
1FxsztCXkw9U4e07U6WnMO,2001
4476QQO2wWDRpNLBaWGwpQ,2001
6hv4MN2Knt4Zk2EyeCJ1pb,2001
3P1rg8KRfiNAzTA1Lcsb2k,2001
1FoQJn2l0FMiRNIMd3o6fr,2001
5QpaGzWp0hwB5faV8dkbAz,2001
5tpnsNQyUFFnzoMyFjKuqp,2001
3BqsUeCJGuMijPts9ynOzy,2001
799zYTcRxqyt0lmOpTSN1a,2001
5QpaGzWp0hwB5faV8dkbAz,2001
24bVM0Nc6ONZ9jasjn6Npd,2001
3OYZWMm5m2DEwq2Tc1ukTh,2001
6NW5mX8pIyF4BeTNaw7pEZ,2001
0gPQTLaqHDgdupKEok7J2x,2001
5Lno0hPhvo7BzXVLQzDIS3,2001
0gPQTLaqHDgdupKEok7J2x,2001
2G5ylbQCu7rtfbW7QI5agG,2001
11NpHoPIRGEQxp0lWB46Ys,2001
66Xoy2shVLpqTMvcziDCUy,2001
0s6gDo7CgayfqQFxO7iJlx,2001
5dpAN1mjFPL38kh9kWsCiw,2001
1ClW8dffOO7DOO5DcL0U1M,2001
10Ek2MdrYWEUlQGp6uBjfF,2001
2I1rVlfoiNdcf2p8bs5C2E,2001
4jUVjgUKzGifVIK3yfRXdk,2001
7weMJXfu8leOPWd4COj2Qp,2001
0Ad8AhpohzdxXOtaDo1MEf,2001
6wL6JKlP3GSWhJu4dLbIj2,2002
2T5PQWnnlf1cQaIyK6vH3i,2002
6NvRxjfYkkT2SpirAlmsjH,2002
6d34dFS44aY9imSn4buqYr,2002
0gysXNjU8qDUOUjwbN2uEo,2002
1CufGh0kVYbjbE4PGpb9Io,2002
6YUTHNchsxKwWs37fFaV95,2002
1vpflQ0mQhAlm0fY8AjRiS,2002
709CndJJB3GTUhQD0LLFse,2002
2tS48jltG7GLTEZafPaLBz,2002
3mlMGktVNhAatqEUrLpIWC,2002
2b4dO5Yq8bZnCfDN9mfg0W,2002
7Mtfw9bzxSV1XVdJxJUP69,2002
6sbp4i2FtlsQSVMepZPG9c,2002
0E9c6bYjlLZbDQNTWNXHvt,2002
3ClkxZX9f0CSpnsdP7mUlu,2002
3FQu5Btlib6PfdqYbVc1bJ,2002
73etijhz7pV4Wx7GTANLpq,2002
3w3rLh6wmne91BS2rwgcog,2002
0GRkrdDS476AdjfI9ZlzaC,2002
4V9JDRqKjN8F2HWdlEDxvI,2002
15ZyRDq7eSWD45b9ML5LsD,2002
6H8WMHCov3QGaPLbpOMpcJ,2002
6LDRTOMCSx81hKXAk1LuHd,2002
0bf3cjOwXYwOF5CVcCn4wv,2002
4V9JDRqKjN8F2HWdlEDxvI,2002
5jsAsWJfHxfwCaoz1cSzRF,2002
5sN9NYU43a9yFYWhnL2frj,2002
6pg4USD151h3Bk9oMBCT0M,2002
0gysXNjU8qDUOUjwbN2uEo,2002
4mWsghl493RZGUBEWfcqjc,2002
79UMz2AD40GIAojSVT4yBn,2002
281GVQAmCh70dfZaQITA2J,2002
1MBgaJoraHR7RHgAV58QU4,2002
6xwsfXjIXJgJjumbxdJiLi,2002
6yCbGYhjqEIPSIyce81R9A,2002
7ijp6uC9H83B7ZIYUCMIEs,2002
48b7rw6ibqzJ0Waw7yJ5Sr,2002
73etijhz7pV4Wx7GTANLpq,2002
0gMWqbVrTf93pLYRMhsnCE,2002
0DZJLsOSrN9sApAgH1mylV,2002
6coeJZjCS1TPW6efi5sfCW,2002
5W4DqTOwkzKrv2bJUB7OLO,2002
4hWuNTCyQeQkzBPjjVE9rX,2002
4zI0wuANmj9DNkBOgXU5Wh,2002
6qS7VKz7JQQ5l65mmkxHCl,2002
68Xn0WzQ1wdEFMP4R5gFW6,2002
4mWsghl493RZGUBEWfcqjc,2002
3B61d7LuoQV3VCtbXMYkTg,2002
7bkSBjppmYOdw1yx5ZdDoN,2002
5gNVTfD1L6QrPgOf0wFo0q,2002
10SPE25uLsJpcAs22WvswR,2002
4XpQ2F8NtzWMZ3g5t8qv2Y,2002
57bvNqmSDfAakSot4cCn70,2002
02burkmJ22aQZB2gl05HQV,2002
24G8UfwkxWy3PdCXtBpsEq,2002
43UjA5G3Wgr347adK4KrcL,2002
3qjXFLKMp4zfMmugEGPaBx,2002
38dYh2pToiZPEKGVErVISk,2002
4UwiKpBj1TZwsIIrXDjD0F,2002
490KdXFNi8wMA7Vs7nM1Bo,2002
20F3FcES8KU4kffMCkFgNN,2002
7bWgHgyYWF8LXbhCvEvXK3,2002
3qTMi0kMvqMHiZ0vZD9Q6G,2002
6NVzt2cA5Mgjd3pQjU1xwD,2002
6H8WMHCov3QGaPLbpOMpcJ,2002
6NvRxjfYkkT2SpirAlmsjH,2002
3w3rLh6wmne91BS2rwgcog,2002
37LlccSkAqDvtQDG5rb2n3,2002
2jqpHSV5HynRN0pC4VGJog,2002
7jpOfQ97yZmL0jF0qPVWU4,2002
0vPh7JgeRfhsuVnDx3CGU2,2002
28Kl9iuD7Tz1b3S34CIEmD,2002
4ivQi8hyTIjutY5MnjkBkS,2002
3mlMGktVNhAatqEUrLpIWC,2002
6NvRxjfYkkT2SpirAlmsjH,2002
4EiOZwmWcG1itxrAcVpfa0,2002
66UbHESsyfaXdoxlqVBa1T,2002
676VBPem7gL6soYEKd1YcP,2002
4mWsghl493RZGUBEWfcqjc,2002
054FusuZz5JkAywY1fRWFN,2002
38kZjY4K9IvJhwQzqMOA3K,2002
73etijhz7pV4Wx7GTANLpq,2002
3ajVig5XykrImm7cdSSBu3,2002
6ECp64rv50XVz93WvxXMGF,2002
16Fp67kTFhH0XK5Cl6Oz7r,2002
5gNVTfD1L6QrPgOf0wFo0q,2002
5gNVTfD1L6QrPgOf0wFo0q,2002
1vP5Ceh1SrfOalU8Yc3XE9,2002
1MBgaJoraHR7RHgAV58QU4,2002
39gJMnnXw8x2Im44B8BM3P,2002
4llK75pXNWZz6KAho2Gp16,2002
5qII2n90lVdPDcgXEEVHNy,2002
2o2u20zbZ2bCOUoBaGOM2s,2002
1Eu8FmZ8svYiqr3yQUwM2A,2002
6A4Kuy7JL0Znab3Skgloiv,2002
0gRquinG7Rh5WnZnQ5u1AS,2002
4HDrxZzuL7mQ6qQZFRpw1s,2002
4UgNgZ8rvIrzkUB5KaQEhV,2002
0UREf6fp0r3upWFmLDzHFp,2002
3wwoB2eYeGnuOSuIYqXEdl,2002
5gNVTfD1L6QrPgOf0wFo0q,2002
34FEpygxlcPm1tE26YqewO,2002
6NvRxjfYkkT2SpirAlmsjH,2002
0t87iV0yH8Lnow6dejC2gr,2002
5yprGKAwV1GSJSiATa50Ni,2002
45DElIx0dXqUH4A88yQFdE,2002
1dVWz4VM5QkgzHLjFEKM4u,2002
6NvRxjfYkkT2SpirAlmsjH,2002
66UbHESsyfaXdoxlqVBa1T,2002
3hoUASQwAAUwpQGXH8VioM,2002
3mlMGktVNhAatqEUrLpIWC,2002
0t7XMkbixxJOHaYoNP010X,2002
34FEpygxlcPm1tE26YqewO,2002
3z3NQJBf5skHLxWL3S06zj,2002
4aDbs8wiwGIlkHtPA7VEmW,2002
4bJygwUKrRgq1stlNXcgMg,2002
4p3wRa22tjBRqk50BWrKPd,2002
65zjmQVpzZYWM8zN3zu4B6,2002
6H8WMHCov3QGaPLbpOMpcJ,2002
6LDRTOMCSx81hKXAk1LuHd,2002
4i0BCGnO70OmDDtt1SEyhP,2002
5axtEuOThRCUzm2Y8HOV0Y,2002
3jIhIdEiR41nBmuNtPUw5S,2002
6tvyIx0xfPcA4oXQF1x4DE,2002
5T2yn1fs0wKNcQfscBMKSf,2002
7FQvFYg88JndjHvd5tBxwI,2002
6t23nlMGex9czSpgq3jR9o,2002
5RLcu5RA28tMKNij1QMyXX,2002
3r1pnly6xDUj7WxrZMs1UZ,2002
6DORyHhXaxZ4EkLTCNUBfA,2002
6SiyN0rn41lOvI6djwJVVo,2003
2lFlveK1y13WWp3vnQtrr3,2003
3CNqo3gYrfexdrtjFmC9he,2003
2PpruBYCo4H7WOBJ7Q2EwM,2003
6IQRkBJV3Qrd0gkCk3Y6JI,2003
3RVGMThEV528jPZdfcRhL0,2003
4EPgjvnIn2Nv5pZLPa4IFU,2003
2YBZCLRQKnAViRQ5We433J,2003
0FGxAEMIE5GhyFqFMHRWaO,2003
7i6r9KotUPQg3ozKKgEPIN,2003
5pf1ZzUE1v0de2oYegaQur,2003
1QyiGFtNCLqMPNdH0gjdzQ,2003
0RmEn2jcbyrLV4em3bnDZJ,2003
3CNqo3gYrfexdrtjFmC9he,2003
5gxbl1UbBVMONlwm4BfKR4,2003
22dodHtFcXmXboE2LPC49q,2003
2THDyOsL6sCPy7PUBmcPou,2003
6BIcjFZIVDZxNAcofRFPx4,2003
5OG77PmvkWcrglpdAMHOSc,2003
0FGxAEMIE5GhyFqFMHRWaO,2003
3CNqo3gYrfexdrtjFmC9he,2003
0FGxAEMIE5GhyFqFMHRWaO,2003
7p1G7n72t0XpGeGUfJqn0Z,2003
3TquQu0LUDhl8Esu9SX2Cl,2003
3qK8x4GZcIkzTz9JEqvIF5,2003
1v4TMV3rFb5pIhMpQA7kY3,2003
0LQhKGlQZrR6PRWLUFZfII,2003
6HwpnGwYocFLhDF48AIz0R,2003
3CNqo3gYrfexdrtjFmC9he,2003
4VbqUDBWyK15pTal9THtFu,2003
12hQ53eHbx1VXCG8P3V6e2,2003
5voPrNQYQ4kQoRZ9A2NghB,2003
0yRKO9U5bZZR9c71BBhvw1,2003
1zb9cdsTMrEEL2Ut8rmTb6,2003
1rXMnoTvDwCGom2y2uAt4s,2003
32q1h0jij3ePpp47ShIqVy,2003
2PpruBYCo4H7WOBJ7Q2EwM,2003
5aSZXRJg2NxnWcK1LKCldg,2003
1QJb6LWvPXZpTMiqqODqkH,2003
6vV1NDCjh2afFgQ9Vb7i86,2003
5z7mYFfhw6N6f23VwrokJD,2003
0U5Bv4BYC80vzf3X27Gqkg,2003
6M0HMy7UhtlPYTlpaW4qRk,2003
76djsHvikoMAKFSTe758xM,2003
2Vec9NugYNRVWr6nk56RXn,2003
2LfUYXF8jfrHCfwYyf2pRj,2003
66cuLvkHsW7dNkfNk6gQP9,2003
6CVdTDYoDbwYj4xn8u5Gha,2003
38WL6GlG9NHFiQS6JxV84r,2003
2q4zYomFf4ZVrEOr1aXj6l,2003
53RYTfkLiyZuUZHwJC3Wmm,2003
5X3uhutgZktlUWmzIOE3NG,2003
0EQuu6hyNACWI7LT7N5pRv,2003
3uWyE6Psx3fgCE8tn5hTKD,2003
5dWfl2PBpKHpBVdz95wxK1,2003
3gbadh6pdgrLspW6zDHq7E,2003
6ll48HRbmGzB5zFK6LwBnJ,2003
5X3uhutgZktlUWmzIOE3NG,2003
5N22FteLZT3tgYABLAobu1,2003
1czWhY1yxRpoeKagrhzfah,2003
6bGw6fyYuVtRtqFj5SCc2v,2003
3oJRqdtk5Xc6mX5AdfUXgx,2003
3oRIeGa4aULXQpQpEVKqpw,2003
3CNqo3gYrfexdrtjFmC9he,2003
1uLJDxD9OZoGtT9C4IXXz6,2003
3CNqo3gYrfexdrtjFmC9he,2003
2LMrtr3SYUYgUrr4H2E2CZ,2003
1yoxV5H9a0aO8z9N91UOWT,2003
3byFTerksT9L0JhSZ2sirp,2003
30Kq7ppYgJ9zK1TqIlSq8U,2003
7C9G7wANuQmKUk5E7Lm2Vm,2003
4VbqUDBWyK15pTal9THtFu,2003
3CNqo3gYrfexdrtjFmC9he,2003
2YBZCLRQKnAViRQ5We433J,2003
3CNqo3gYrfexdrtjFmC9he,2003
2lFlveK1y13WWp3vnQtrr3,2003
3oJRqdtk5Xc6mX5AdfUXgx,2003
3CNqo3gYrfexdrtjFmC9he,2003
4G0wdZ2eeEPZInkXvsJti8,2003
7urFQ49CJ2p8DrSaS9pzXN,2003
4WkaKKYkuuDyRYhhfbtwGs,2003
53wwWzIskBqmyv9dk7djSG,2003
5WgmB8En0PJs5lM8Icv8Qu,2003
01q3GxeWXDYXowzwAb8yo6,2003
0FGxAEMIE5GhyFqFMHRWaO,2003
3SeMijjehOEXwCBh62LszC,2003
3SbOZyFnM9L9dA82kU2xi9,2003
3CNqo3gYrfexdrtjFmC9he,2003
57PmtmjjUBI3smpt9X4Z5W,2003
7D9lJZ872Tk35KxCdu8Esh,2003
3fttmSWGThBQTNkuHMoCTN,2003
4AdsgXuGXrm2mfMbSWMOFF,2003
5AsIOHw4qQYMIiPMHKkGHO,2003
01fheGkUVGV51pxqpJGRKV,2003
3oJRqdtk5Xc6mX5AdfUXgx,2003
3dciOkDSHPrhvriovMdw8N,2003
3wPLVTqp66miOokxN1cLbm,2003
3wPLVTqp66miOokxN1cLbm,2003
3XhCHPfPDafMQx014Sblfy,2003
0R6wn68JU3ZiXXcQpIwXsl,2003
0U5qsIS7eAOEmHakzXtZAS,2003
0FGxAEMIE5GhyFqFMHRWaO,2003
0FGxAEMIE5GhyFqFMHRWaO,2003
4i80rph1EvYy9NppT6tcsQ,2003
09tyJ0VvbLty84iHIV3WQn,2003
68tmmZ7KAeiaUIvVVOOeaH,2003
2Jk5c7uRBg5O60olRnMpY1,2003
5FOh9frnN5RMHgVOTYoTGI,2003
6uwT4xzDhCY7vtJsqHv67c,2003
49EoBTPBSmPUeRmPTJsIBX,2003
4mY0WNmDYbizKtfySyQZko,2003
2BZbNr8Uo8PyaAxa6FOWB9,2003
4mTsRdFE28MYlrZo8N4Es0,2003
68tmmZ7KAeiaUIvVVOOeaH,2003
534j3iOQNz7x7PN4GjfsZG,2003
2KJ2o2H8El5iH0TwfxMUXA,2003
1jxs87oADK9B4DFfUm0dg6,2003
6IAWNGCDoIRQtasabKFmne,2003
0KfYRBw0HMKVKZCxWxDFxZ,2003
51piaTRq9ywWeNHokbyQzw,2003
4tvMouIoMGG0pxvNYHvZju,2003
0hRtYsNhs3BhMuPGwUEilE,2003
2O8JH6ywISh24AQoUKgCFV,2003
5dWfl2PBpKHpBVdz95wxK1,2003
1AkjqeVykfz4wXpaVCkv8x,2003
4EPgjvnIn2Nv5pZLPa4IFU,2003
5dNfHmqgr128gMY2tc5CeJ,2003
3CNqo3gYrfexdrtjFmC9he,2003
3wPLVTqp66miOokxN1cLbm,2003
5dWfl2PBpKHpBVdz95wxK1,2003
2FbBdId9VlKkTl3QcD7wkn,2003
2FbBdId9VlKkTl3QcD7wkn,2003
1QJb6LWvPXZpTMiqqODqkH,2003
0j9dAoWkMsrnJr0hzUc4FM,2003
1L5HyFVKEBVhIix8jjsnCn,2003
5TG35p7Ns9LJYa7Wkfcujf,2003
3a9Zh5BAV0mHdHYPVsvWzc,2003
2PpruBYCo4H7WOBJ7Q2EwM,2003
3CNqo3gYrfexdrtjFmC9he,2003
7xQfkWt9P7WUa9TfsOgNGq,2003
7ITCzRjDzUivFZmjtX93et,2003
0kjVsmfsBOa4sXSZ0EP0CI,2003
0mrtMpuil8oUs7pTCiZkFL,2003
4Krb61tT52hqicra1KDfAI,2003
0Ve2lqahZMrphmvFz3XT9J,2003
69GgNQBYACkQT1Ru1A8m9i,2003
0mt79oUyAdiklQW9x4sCc6,2003
51M8riADoIeBplxY1gGhmW,2003
6rYRz7neA2z9iigKSY1tBp,2003
7i6r9KotUPQg3ozKKgEPIN,2003
7kYSpDviYdP8QKrnWLQYVN,2003
263t7GorNf91EF0RgwNbCG,2003
3a9Zh5BAV0mHdHYPVsvWzc,2003
1fyug7DvMwyx4rAiWiZfH3,2003
5vVwPth7ccUHil5wsUG7ky,2003
5FQdyDYWMN8QjE8l8YbIo1,2003
5CEN9PouL4MBk18Lq3NWyy,2003
5ruW6G2Xv0H9D6q4YyKpzx,2003
0d0cBCcv0Cnc3XtPaDEP3r,2003
26ebZiJPxEinFk1V86BbzW,2004
0D156dFOpliyPmemyptIzJ,2004
7bUrudG40BOEGglkNtU1h3,2004
2P950p6RQQxCROYYZGjcBr,2004
5EeaWQ1KiWOTvZMgcpzlWc,2004
6ZHjrCjzRAu9pOwDKQ3p9a,2004
0P6TTXbSLGrSoTNMz5kvB7,2004
55RdcxZAM6XbYurkFatlRH,2004
6634o5kzXD7KTv0bStHxln,2004
