,year,title,artist,id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
18,2018-05-04,Make Me A Song,Eleanor Friedberger,3Nt1G38u1lalca5B2lm8Sd,0.575,0.123,129.993,0.0292,0.0548,0.0131,4,0.727,2,332400,-8.295,0.622,1
19,2010,Set 'Em Up Joe,Jamey Johnson,72bYRsbeXkOLOWfbppe8qS,0.476,0.37,127.725,0.0445,0.251,0.000967,4,0.65,2,167627,-10.491,0.43,1
20,2005-12-06,Shake That,Eminem,0fGh0trRN1xz3s41r7V5ce,0.64,0.158,106.995,0.12,0.0556,1.97e-05,4,0.962,1,274440,-5.987,0.533,0
21,2006-08-06,Tell Em What They Want to Hear,Uncle Murda,2Gg75WgiYEs8ZuXKAvWoOY,0.545,0.632,96.71,0.322,0.103,0.0,4,0.735,6,185365,-7.725,0.728,0
22,2006-01-01,"Bop To The Top - From ""High School Musical""/Soundtrack Version",Various Artists,4gqjxYiEorFk0y9b92uFdE,0.816,0.0412,113.693,0.0813,0.364,0.0,4,0.559,7,107827,-4.955,0.889,0
23,2007-01-01,"What I've Been Looking For (Reprise) - From ""High School Musical""/Soundtrack Version",High School Musical Cast,1G1P2x3QEAvNzJuDvuz8FH,0.246,0.155,109.518,0.0311,0.88,0.0,4,0.584,9,80067,-12.47,0.332,1
24,2006-01-01,"When There Was Me and You - From ""High School Musical""/Soundtrack Version",Various Artists,1LxcCsgkHJTcUZ7AUorzd2,0.753,0.0997,119.824,0.0383,0.0494,0.00108,4,0.527,9,180440,-5.491,0.278,1
25,2006-01-01,"Get'cha Head In The Game - From ""High School Musical""/Soundtrack Version",Various Artists,3sT37kCEpxM1zQ8s98i7ps,0.895,0.0357,112.989,0.172,0.0447,0.00133,4,0.883,11,147653,-7.216,0.531,0
26,2014-11-04,Start of Something New,Melodyia Music,2desihxwutc3Mfjb0dRG8y,0.733,0.385,103.969,0.0315,0.327,0.0,4,0.658,7,193751,-7.384,0.198,1
27,2006-01-01,"What I've Been Looking For - From ""High School Musical""/Soundtrack Version",Various Artists,40RcMOyjymXFKBxlMuQJnA,0.622,0.11,140.055,0.0279,0.079,0.0,4,0.687,9,123827,-6.706,0.72,1
28,2001-05-15,Island In The Sun,Weezer,2MLHyLy5z5l5YRp7momlgw,0.81,0.165,114.623,0.0288,0.00719,0.00251,4,0.654,4,200307,-6.26,0.661,0
29,2006-01-01,"Get'cha Head In The Game - From ""High School Musical""/Soundtrack Version",Various Artists,3sT37kCEpxM1zQ8s98i7ps,0.895,0.0357,112.989,0.172,0.0447,0.00133,4,0.883,11,147653,-7.216,0.531,0
30,2014-11-04,Start of Something New,Melodyia Music,2desihxwutc3Mfjb0dRG8y,0.733,0.385,103.969,0.0315,0.327,0.0,4,0.658,7,193751,-7.384,0.198,1
31,1996-02-13,Holla At Me,2Pac,1aBXNJsLuOeo6ZIeNRkbRc,0.929,0.305,102.006,0.215,0.0901,0.0,4,0.721,1,295413,-3.221,0.547,0
32,2010-10-04,Happy Xmas (War Is Over) - Remastered,John Lennon,3zJw3rugfpVrmBeDDnUYzy,0.607,0.765,146.539,0.0315,0.319,0.0,3,0.328,2,213880,-11.076,0.395,1
33,2019-08-01,Trapped In A Car With Someone You Don't Want To Be Trapped In A Car With,Crazy Ex-Girlfriend Cast,0FC6Uf5pJpJJ3BDGMXnw80,0.654,0.153,113.966,0.0428,0.525,0.0,4,0.548,9,198835,-2.596,0.531,1
34,2008-01-14,Oh Boy! - Overdubbed Version,Buddy Holly,7s7Zu78CztOUFUyQ4BijBQ,0.619,0.109,96.842,0.0377,0.777,0.0,4,0.543,9,127680,-7.518,0.846,1
35,2014-05-19,I'm a Flirt Remix (feat. T.I. & T-Pain),R. Kelly,6w1DBbA8akxHPiBQ6nAyJq,0.571,0.0604,138.038,0.102,0.0716,0.0,4,0.835,8,330600,-4.771,0.902,0
36,2015-10-30,The Strip,MED,1mD38mfRjfhO02mkjBWyJB,0.612,0.305,97.805,0.233,0.426,0.0,4,0.697,1,231413,-7.692,0.606,1
37,1968-04-19,Time Of The Season (Mono Version),The Zombies,5AJrhrwz4oSZX2PwwV4qrN,0.7,0.383,117.111,0.0366,0.142,1.58e-06,4,0.537,4,214027,-6.852,0.695,0
38,2007-07-10,You Can't Stop The Beat,Various Artists,3pMsqOoZTtzUiZXmDVtrCD,0.944,0.141,170.484,0.157,0.0382,0.0,4,0.52,7,324707,-4.721,0.725,1
39,2007-01-01,"Gotta Go My Own Way - From ""High School Musical 2""/Soundtrack Version",Various Artists,5rWIO1uP0GwAoU45RTBJ2F,0.703,0.166,88.956,0.0283,0.123,1.47e-05,4,0.558,9,222360,-4.744,0.355,1
40,2007-01-01,"You Are the Music in Me - From ""High School Musical 2""/Soundtrack Version",Various Artists,6TRp2628QKH3kY6KrCnjqp,0.759,0.0977,203.628,0.0711,0.463,0.0,4,0.351,5,207867,-4.364,0.581,1
41,2007-01-01,"Fabulous - From ""High School Musical 2""/Soundtrack Version",Various Artists,6jyXQ8HGI7ikECGA0670uo,0.738,0.089,131.988,0.215,0.205,0.0,4,0.815,11,180693,-5.035,0.691,0
42,2007-01-01,"Bet On It - From ""High School Musical 2""/Soundtrack Version",Various Artists,4EnwhEyuVrC1CgvSur5YL4,0.662,0.0697,137.035,0.0623,0.0297,0.0,4,0.8,5,197500,-6.435,0.469,0
43,2007-01-01,"You Are the Music in Me - From ""High School Musical 2""/Soundtrack Version",Various Artists,6TRp2628QKH3kY6KrCnjqp,0.759,0.0977,203.628,0.0711,0.463,0.0,4,0.351,5,207867,-4.364,0.581,1
44,1996,Shout to the Lord - Live,Hillsong Worship,52mdbM1tueoC8UnYvZ9uTX,0.305,0.12,74.921,0.0252,0.223,0.0,4,0.389,9,279507,-12.527,0.263,1
45,2019-09-16,Many Rivers to Cross,Various Artists,7duZiVCcsAiu4xiWXDp5hA,0.229,0.113,139.175,0.0716,0.76,0.229,4,0.384,5,159880,-17.321,0.228,1
46,2011-03-14,Love In This Club Part II,Let The Music Play,5CoY7WyGLbYN86TfW24kQW,0.578,0.123,139.004,0.0851,0.0159,0.0,4,0.718,1,322694,-6.527,0.482,1
47,1982-11-30,Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,0.654,0.0359,117.046,0.0401,0.0236,0.0158,4,0.92,11,293827,-3.051,0.847,0
48,1995-03-14,The World I Know,Collective Soul,4beuBXU4k3YWwVKm0PpWhv,0.704,0.228,76.975,0.0261,0.0515,0.00219,4,0.514,2,255467,-4.724,0.386,1
49,1998-06-23,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Various Artists,225xvV8r1yKMHErSWivnow,0.662,0.248,121.154,0.0333,0.165,0.0,4,0.383,2,298760,-5.162,0.138,1
50,1974-06-28,Don't Let The Sun Go Down On Me,Elton John,11FcfHd3SOmmrWJPGe7Y30,0.446,0.0921,139.701,0.0261,0.121,1.89e-06,4,0.424,0,336733,-8.526,0.354,1
51,2012-08-14,Whore,In This Moment,2tAzcTFry1OhmNERFjUR93,0.883,0.0813,90.001,0.047,0.0254,0.0,4,0.604,11,245533,-3.821,0.544,0
52,2019-05-19,The Night King,Ramin Djawadi,1aDklx1GaBqHFowCzz63wU,0.0651,0.111,60.812,0.0462,0.942,0.886,4,0.182,10,530532,-16.341,0.038,1
53,2009-04-14,Help I'm Alive,Metric,1z4xjDLLWJgG48Bn8OCxZv,0.877,0.26,118.484,0.0614,0.00813,0.00251,4,0.565,5,285920,-4.561,0.389,0
54,2019-02-08,imagine,Ariana Grande,39LmTF9RgyakzSYX8txrow,0.475,0.12,62.52,0.0364,0.378,0.0,3,0.729,8,212267,-4.985,0.371,1
55,2019-01-30,Dream Big,DJ Agent M,5AFPlDsgf5GGuET3M2myGC,0.319,0.0975,92.981,0.0674,0.0101,0.915,4,0.798,8,188749,-15.061,0.922,1
56,1987-03-03,I Still Haven't Found What I'm Looking For,U2,6wpGqhRvJGNNXwWlPmkMyO,0.783,0.0806,100.864,0.0363,0.0157,0.003,4,0.566,1,277477,-9.412,0.587,1
57,2017-11-08,I Did Something Bad,Taylor Swift,2nOeoic483mcNOx5TFpc3L,0.602,0.0696,82.989,0.159,0.0679,2.11e-05,4,0.696,0,238253,-6.156,0.305,0
58,2008-03-28,American Boy,Estelle,22UDw8rSfLbUsaAGTXQ4Z8,0.729,0.07,117.932,0.326,0.171,0.0,4,0.727,0,284733,-2.99,0.512,1
59,2007-05-22,Falling Slowly,Glen Hansard,6EIVLz5xM1xE29r0OmIkWt,0.209,0.101,137.042,0.0279,0.679,0.000443,4,0.34,0,244133,-11.869,0.151,1
60,1970-01-26,Cecilia,Simon & Garfunkel,6QhXQOpyYvbpdbyjgAqKdY,0.876,0.22,102.762,0.0362,0.357,5.17e-06,4,0.755,0,174827,-8.867,0.954,1
61,2017-07-21,Today K F C Musical,Jiggling Nature,7sFmDMzdfoE8KPRz4Y6FX4,0.4,0.718,99.865,0.0316,0.0296,0.0146,4,0.736,2,326400,-14.04,0.761,0
62,2016-09-16,I'll Find A Way To Make It What You Want,Taking Back Sunday,2uYJVyu5PoybwKIEscxIm0,0.516,0.677,80.585,0.0469,0.0761,0.716,4,0.305,7,320720,-8.036,0.13,1
63,1984-11-12,Like a Virgin,Madonna,1ZPlNanZsJSPK5h9YZZFbZ,0.656,0.0697,119.754,0.0381,0.202,0.00323,4,0.773,3,218627,-10.88,0.971,0
64,1970-01-26,The Boxer,Simon & Garfunkel,76TZCvJ8GitQ2FA1q5dKu0,0.488,0.16,93.017,0.0615,0.702,0.000339,4,0.439,11,308520,-14.464,0.629,1
65,2007-05-22,Falling Slowly,Glen Hansard,6EIVLz5xM1xE29r0OmIkWt,0.209,0.101,137.042,0.0279,0.679,0.000443,4,0.34,0,244133,-11.869,0.151,1
66,2018-01-19,Greatest Love Story,LANCO,2yQZwi1P8AkkxxFhQ8rMEK,0.617,0.119,147.986,0.0561,0.401,0.0,4,0.671,10,222573,-8.72,0.62,1
67,2019-08-19,9 Am in Dallas Freestyle,Smash DaRealist,6Z42vHZqJmJpMxZs3rOwGj,0.312,0.112,85.407,0.0891,0.456,4.4e-05,4,0.363,7,211022,-18.529,0.491,1
68,2010-10-29,The Big Bang,Rock Mafia,0SGojwNP2zUrgDyeoBQxYO,0.816,0.18,96.01,0.0312,0.124,8.94e-06,4,0.902,0,160200,-3.077,0.894,0
69,2018-01-26,I Am the Champion,Brothers & Sisters,58pXq8Q5ANmmOxDqJwPr1o,0.809,0.132,84.956,0.0492,0.0878,0.0,4,0.546,7,223397,-5.815,0.659,1
70,2018-11-09,Let It Rain (Is There Anybody),Crowder,3Rf7ZckSUqSffVhHmiwOde,0.877,0.172,79.975,0.0436,0.266,0.0,4,0.652,11,209840,-4.201,0.882,1
71,2017-02-17,Build My Life - Live,Passion,34plEFbj6nBMG7esY9rzim,0.467,0.115,139.505,0.0334,0.221,0.0,4,0.323,7,459467,-7.282,0.0625,1
72,1983-12-02,We've Got Tonight,Kenny Rogers,5vXsj8L4DK1gGQ43BBG028,0.227,0.103,123.548,0.0298,0.767,4.29e-05,4,0.543,8,234560,-11.247,0.292,1
73,2011,Windows Down,Big Time Rush,3oLXQgbcC34Oo4gFHCeTmi,0.931,0.0996,129.957,0.068,0.00456,0.0,4,0.619,11,192933,-3.44,0.82,0
74,2002-08-13,Lover I Don't Have To Love,Bright Eyes,1fPLarHjgMC9QlsHfPijbr,0.714,0.106,80.614,0.0393,0.154,0.00136,4,0.516,9,240107,-7.772,0.528,0
75,2013-09-03,F*ckwithmeyouknowigotit,GranDimez,4Q6694WEVVsNo0RAUAxGOa,0.642,0.143,127.981,0.107,0.00803,0.0661,4,0.534,8,247275,-7.77,0.377,1
76,2014-11-18,"Jul. 11, Vagues Bleues Sur L'autoroute Et L'homme Danois",Michel Lambert,6RJh4OXh2a2u7eRZT5Qneo,0.0911,0.184,134.078,0.316,0.992,0.851,4,0.546,1,16627,-19.119,0.0,0
77,2015-09-11,Wanna Be That Song,Brett Eldredge,1XazlqB4YAtvouCmJPWXlM,0.686,0.114,144.065,0.0313,0.114,0.0,4,0.518,9,236227,-4.911,0.334,1
78,2018-03-16,Moonlight,XXXTENTACION,0JP9xo3adEtGSdUEISiszL,0.537,0.102,128.009,0.0804,0.556,0.00404,4,0.921,9,135090,-5.723,0.711,0
79,2017-12-22,idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,0.412,0.116,170.163,0.0402,0.737,0.0,3,0.483,7,203569,-8.461,0.247,1
80,2019-07-28,Bam,Wesley Boy,3wzTaYf84Uw9MXmQcSICLY,0.417,0.138,82.996,0.0524,0.513,0.0,4,0.774,4,186749,-9.446,0.523,0
81,2011-08-23,Family Feud,Pistol Annies,6sqz20wRFw2PDxpoHp8shb,0.849,0.277,146.136,0.0344,0.28,1.38e-05,4,0.582,7,155960,-3.956,0.59,1
82,2018-02-16,Caught Their Eyes,Trap Fire,4mSw6Ys3gALaPCXXz3gyUM,0.304,0.115,94.014,0.263,0.02,0.819,4,0.772,1,92003,-13.06,0.0964,1
83,2017-09-29,You Will Keep Me in Your Debt,Mt. Marcy,4XRN7DZfObw63c9LbsUC3I,0.442,0.338,138.639,0.0913,0.618,3.4e-06,4,0.62,7,100125,-14.02,0.582,1
84,2017-12-08,Too Hotty,Quality Control,3hWUIMNBwLNug1O8o2PPRW,0.401,0.105,129.951,0.234,0.207,0.0,4,0.869,1,295997,-7.247,0.167,1
85,2017-12-21,Dubai Shit,Huncho Jack,6urLjX35oXXRYtcH1b3dCh,0.529,0.089,138.076,0.0495,0.0595,0.0,4,0.767,5,228431,-4.421,0.247,0
86,2017-12-21,Eye 2 Eye,Huncho Jack,4vwfOiyWxXeEdx4ejAJgdx,0.65,0.102,146.028,0.128,0.00125,0.0,4,0.811,2,190679,-4.41,0.179,1
87,2018-04-06,Walk On Water,Thirty Seconds To Mars,6FT9FZccFD6nE8dMNslz2n,0.787,0.167,140.003,0.0368,9.16e-05,0.0,4,0.495,8,185467,-6.89,0.388,1
88,2017-09-07,Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,0.437,0.106,180.043,0.039,0.101,1.27e-06,4,0.258,11,239000,-6.593,0.0967,0
89,2008-07-01,I Love You But F**k You,Tech N9ne,0xcV2joMevMS12CAyvjiWA,0.763,0.681,149.939,0.211,0.365,0.0,4,0.784,3,322973,-6.443,0.962,0
90,2012-01-01,Glad You Came,The Wanted,3AGOgQzp0YcPH41u9p7dOp,0.838,0.118,126.877,0.0687,0.0643,1.59e-05,4,0.755,7,198187,-4.5,0.473,0
91,2017-04-17,Despacito - Remix,Luis Fonsi,6rPO02ozF3bM7NnOV4h6s2,0.816,0.0967,178.086,0.167,0.228,0.0,4,0.653,2,228827,-4.353,0.816,1
92,2003-01-01,I Miss You,blink-182,1oTo3ijRbaDAtrjJrGAPSw,0.778,0.0841,110.022,0.0379,0.00136,6.79e-06,4,0.659,11,227240,-6.423,0.623,1
93,2017-09-15,Krippy Kush,Farruko,7FfpP3YZ6fOWMdxkIAtud9,0.56,0.111,163.043,0.129,0.0668,0.0,4,0.708,9,230520,-7.132,0.411,1
94,2017-08-11,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,0.761,0.17,141.971,0.0853,0.256,4.96e-06,4,0.52,4,180823,-3.093,0.286,1
95,2018-01-12,EL BAÑO,Enrique Iglesias,2vvdTrdryjsl8DmPIMDWZU,0.842,0.105,90.017,0.0383,0.132,0.0,4,0.719,6,228139,-3.562,0.534,0
96,2017-06-30,Mi Gente,J Balvin,4ipnJyDU3Lq15qBAYNqlqK,0.687,0.128,104.959,0.0584,0.0179,1.17e-05,4,0.774,11,189440,-4.818,0.308,0
97,2017-08-04,Pills & Automobiles,Chris Brown,4YkwUfWSIxdKNLDXw0caFO,0.696,0.231,144.981,0.182,0.119,0.0,4,0.82,7,292910,-4.918,0.617,0
98,2017-07-14,Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,0.769,0.104,97.985,0.123,0.0293,0.0101,4,0.726,6,233902,-5.043,0.733,1
99,2018-06-15,What Lovers Do (feat. SZA),Maroon 5,2j5hsQvApottzvTn4pFJWF,0.597,0.1,110.001,0.0611,0.0788,5.66e-06,4,0.799,5,199849,-5.131,0.419,0
100,2017-01-25,Best Friend,Rex Orange County,47Bg6IrMed1GPbxRgwH2aC,0.714,0.115,144.982,0.0596,0.395,0.0,4,0.575,6,262231,-5.247,0.32,1
101,2018-08-24,MIC Drop (Steve Aoki Remix) [Full Length Edition],BTS,75scDPqGs75FotglJSoOI2,0.848,0.206,170.01,0.184,0.0114,1.06e-06,4,0.606,11,307676,-3.952,0.54,1
102,2017-08-25,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,2eAZfqOm4EnOF9VvN50Tyc,0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696,1
103,2018-01-26,White Sand,Migos,2KokOIKdw4zZutDil85Ugh,0.58,0.272,142.104,0.0824,0.0317,0.0,4,0.833,5,202835,-7.57,0.419,0
104,2018-01-26,CC,Migos,35ffVv9x4mtzBh5rF1K9sP,0.723,0.0876,134.011,0.205,0.23,0.0,4,0.85,9,259340,-6.622,0.817,0
105,2018-01-26,BBO (Bad Bitches Only),Migos,4BHzHISX21PYwGXiBEUQ70,0.774,0.217,161.955,0.0638,0.044,1.38e-06,4,0.804,4,251859,-5.79,0.493,0
106,2017-05-05,1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,0.574,0.19,100.021,0.0479,0.57,0.0,4,0.62,5,250173,-7.788,0.352,0
107,2017-08-18,Roll In Peace (feat. XXXTENTACION),Kodak Black,40oKW22ZNNkEdZLJTScaQI,0.524,0.2,140.053,0.245,0.0306,0.0,4,0.747,10,213132,-6.807,0.363,0
108,2017-11-10,End Game,Taylor Swift,2x0WlnmfG39ZuDmstl9xfX,0.589,0.108,159.073,0.0558,0.00845,0.0,4,0.649,2,244827,-6.237,0.151,1
109,2017-10-13,I Get The Bag (feat. Migos),Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,0.633,0.0993,139.948,0.168,0.0232,0.000343,4,0.89,11,233087,-5.475,0.425,1
110,2017-09-08,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,5Gu0PDLN4YJeW75PpBSg9p,0.708,0.0841,103.073,0.0473,0.0337,0.0,4,0.663,8,174800,-4.154,0.742,1
111,2017-11-24,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4DTpngLjoHj5gFxEZFeD3J,0.604,0.124,155.007,0.222,0.0652,6.43e-05,4,0.736,1,264532,-7.357,0.574,0
112,2017-07-14,Mayores,Becky G,7JNh1cfm0eXjqFVOzKLyau,0.855,0.099,96.989,0.0436,0.141,0.0045,4,0.743,5,202453,-3.976,0.871,0
113,2018-01-26,Notice Me,Migos,3OnOomd79OjqSYHchCQ6ht,0.338,0.165,166.0,0.315,0.104,1.12e-06,4,0.796,5,233880,-9.754,0.474,0
114,2018-05-29,ABG,Quando Rondo,1mHLxIGKfmWBdH1bZzO7pW,0.81,0.0954,176.108,0.373,0.482,0.0,4,0.722,5,234556,-3.395,0.937,1
115,2017-09-22,Good Old Days (feat. Kesha),Macklemore,2Za1AlJNvksouPPWbXpR2X,0.51,0.112,122.964,0.0633,0.446,2.46e-05,4,0.712,8,240507,-8.162,0.268,1
116,2018-04-10,KEKE,6ix9ine,14PlDNjNh3pXyHXzkhX8n5,0.857,0.4,187.985,0.299,0.0321,0.0,4,0.599,7,151915,-5.7,0.469,1
117,2018-01-12,The Champion,Carrie Underwood,0stPNUkU1LZnvxIcfrKnEZ,0.877,0.128,91.054,0.194,0.0822,0.0,4,0.666,6,223999,-3.275,0.524,1
118,2010,Corazon Sin Cara,Prince Royce,0u4N6w5lBw5xMrzJitRWUo,0.83,0.111,127.104,0.0297,0.0489,0.0,4,0.704,11,211453,-3.139,0.957,1
119,2017-08-18,Plain Jane,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,0.844,0.087,170.142,0.275,0.0651,0.0,4,0.797,11,173600,-5.482,0.52,1
120,2015-06-15,River,Leon Bridges,0NeJjNlprGfZpeX2LQuN6c,0.179,0.17,128.128,0.0448,0.689,0.0,4,0.658,8,238560,-10.866,0.191,1
121,2018-03-09,Indica Badu,Logic,0jqBo5RYn008f4ZY8kPewW,0.723,0.102,77.02,0.191,0.0441,0.000834,4,0.715,7,260320,-3.263,0.97,1
122,2018-03-09,66,Lil Yachty,6tarvNiKnEjYMj1VZhlDqR,0.723,0.213,148.057,0.27,0.0455,0.000179,4,0.667,5,153475,-4.31,0.251,0
123,2018-03-09,Wassup,Logic,5KVciTEfXvpcFHR3RFbtJy,0.568,0.122,139.997,0.05,0.0822,0.0,4,0.795,1,219480,-7.05,0.285,1
124,2019-07-26,BOOM,NCT DREAM,6rcn967QN5JtkPOBDwYIuT,0.516,0.0441,119.969,0.0918,0.131,0.0,4,0.914,5,195080,-4.178,0.702,0
125,2018-03-09,Warm It Up,Logic,3W4JFzOQdo5J2Wgt9DFg24,0.641,0.0937,95.98,0.143,0.257,0.0,4,0.835,10,240093,-6.37,0.412,0
126,2017-12-01,Sky Walker (feat. Travis Scott),Miguel,5WoaF1B5XIEnWfmb5NZikf,0.506,0.0866,145.965,0.0434,0.173,0.0,4,0.674,6,259333,-10.532,0.183,1
127,2018-03-19,Found/Tonight,Ben Platt,0ileL1L3Vtpf5VZ5RQZ94m,0.307,0.0968,80.964,0.0402,0.801,0.0,4,0.349,10,179242,-7.197,0.447,1
128,2018-03-16,infinity (888) - feat. Joey Bada$$,XXXTENTACION,7J2gyNghNTzl4EsLhXp01Q,0.579,0.102,84.143,0.484,0.274,0.0,4,0.562,10,176591,-6.788,0.577,0
129,2017-09-29,At The Club,Jacquees,0NqZ65jPelNB13gzsvH2Ma,0.668,0.0739,92.029,0.093,0.124,0.0,4,0.795,7,173054,-7.288,0.372,0
130,2017-12-05,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,3YeJXuRSNS5FYwOsDu44kD,0.824,0.138,121.056,0.0975,0.15,0.0,4,0.379,8,256163,-2.881,0.226,0
131,2019-05-03,Truth Hurts,Lizzo,5qmq61DAAOUaW8AUo8xKhh,0.624,0.123,158.087,0.114,0.11,0.0,4,0.715,4,173325,-3.046,0.412,0
132,2017-12-15,No Limit,G-Eazy,2DQ1ITjI0YoLFzuADN1ZBW,0.771,0.0853,175.957,0.244,0.0117,0.0,4,0.838,1,245387,-3.791,0.405,1
133,2017-10-20,PICK IT UP (feat. A$AP Rocky),Famous Dex,3ncgNpxLoBQ65ABk4djDyd,0.467,0.334,135.995,0.119,0.0149,0.000238,4,0.921,1,191252,-8.443,0.287,1
134,2018-04-15,The Remedy for a Broke Heart (Why Am I so in Love) - Instrumental,The Chordmaster,7BKcEW1ThXC5BM5DCWdjm1,0.0254,0.0992,119.862,0.052,0.995,0.912,3,0.683,4,192000,-29.281,0.358,1
135,2017-10-25,Wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,0.807,0.183,124.946,0.0432,0.129,0.0,4,0.72,11,197993,-4.59,0.305,0
136,2018-08-24,La Modelo,Ozuna,2SbzdGpOKlH3HIAGTWTbwU,0.734,0.0961,98.023,0.0728,0.241,0.00806,4,0.574,1,255507,-2.697,0.769,1
137,2018-01-01,Lemon Boy,Cavetown,0ZTjo2BjVAicpu6LRusfeg,0.478,0.0891,139.927,0.0396,0.184,1.62e-06,4,0.507,4,272903,-10.054,0.318,1
138,2018-03-30,I Was Never There,The Weeknd,1cKHdTo9u0ZymJdPGSh6nq,0.737,0.163,113.26,0.0338,0.142,0.000162,4,0.323,10,241067,-4.008,0.155,1
139,2018-10-16,Who Hurt You?,Daniel Caesar,23c9gmiiv7RCu7twft0Mym,0.493,0.0667,104.542,0.11,0.586,0.000167,4,0.649,11,231964,-7.645,0.277,0
