year,title,artist,peak_pos,last_pos,weeks,rank,change,spotify_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2010,Gonna Get This,hannah montana,66,0,1,66,New,1y6Y28gA3mNHSs7RDLrDKs,0.789,0.0719,100.007,0.0453,0.0152,0,4,0.673,0,196867,-3.444,0.769,1
2016,Gonna Know We Were Here,jason aldean,54,74,16,93,-19,71V8IUxhq9Sc6MtVFKHXQ7,0.903,0.891,173.924,0.181,0.0374,0,4,0.449,9,224026,-5.512,0.542,1
2015,Gonna Wanna Tonight,chase rice,67,73,12,88,-15,0yGeVoWrSc7Ocnv8sSouNC,0.79,0.0734,123.961,0.0412,0.0444,4.22E-05,4,0.584,2,214950,-6.544,0.691,1
2010,Gonorrhea,lil wayne,17,64,3,96,-32,2k79z9A1dbdQ8gQG8M1Zz5,0.74,0.074,148.03,0.263,0.027,0,4,0.713,9,262440,-5.569,0.717,1
2007,Good Directions,billy currington,42,75,20,80,-5,7iDDWqSjOa4PNvHQgUFI73,0.714,0.136,122.488,0.0331,0.376,0,4,0.72,5,216133,-2.402,0.455,1
2017,Good Drank,2 chainz,70,70,16,97,-27,39pS70eeDvyCAF3t8NAlVV,0.779,0.121,130.002,0.224,0.279,0,4,0.834,4,222707,-1.075,0.391,0
2012,Good Feeling,flo rida,3,47,37,49,-2,3NcO4jGK1Opb5ea0mYLpxb,0.89,0.306,128.011,0.0688,0.0588,0.00286,4,0.706,1,248133,-4.444,0.684,0
2016,Good For You,selena gomez,5,40,26,43,-3,2LcB304HDrCx8WVDEQn7CK,0.681,0.0783,88.772,0.096,0.174,0,4,0.48,5,220679,-6.619,0.198,0
2012,Good Girl,carrie underwood,18,54,20,63,-9,20DfkHC5grnKNJCzZQB6KC,0.839,0.19,128.91,0.0655,0.0286,0,4,0.617,0,205560,-2.849,0.741,0
2014,Good Girls,5 seconds of summer,34,0,2,85,Re-Entry,4TGoRhkJQMJjr29yJeNyhU,0.921,0.119,141.055,0.0815,0.0126,0,4,0.531,4,206424,-5.208,0.567,1
2009,Good Girls Go Bad,cobra starship,7,43,25,47,-4,7kMfu3KUydmrFVGEAhjtyl,0.874,0.549,119.964,0.0815,0.0116,0,4,0.594,0,196413,-3.716,0.628,1
2012,Good Good Night,roscoe dash,91,93,4,100,-7,0hbyju0mQukYPv0QviuG16,0.961,0.337,160.153,0.299,0.126,1.14E-06,4,0.656,10,205427,-3.792,0.854,0
2005,Good Is Good,sheryl crow,64,0,10,98,Re-Entry,1BFfvGcVL0CdnqWmZM3bH2,0.833,0.23,142.908,0.0344,0.0181,0,4,0.474,6,257267,-3.466,0.381,0
2014,Good Kisser,usher,65,93,19,100,-7,3CX3WMBg6lzWk72bYL29vP,0.782,0.109,97.516,0.189,0.379,0,4,0.64,5,249626,-4.177,0.825,0
2017,Good Life,g-eazy,59,73,5,90,-17,1Eck97uRMlprKOOJN9oO1E,0.771,0.0568,168.385,0.213,0.00464,0,4,0.565,1,225526,-5.22,0.573,1
2008,Good Life,kanye west,7,37,21,50,-13,1fLdeDTrJWNkwOeFyAVLvF,0.802,0.467,84.267,0.324,0.00376,0,4,0.435,1,207000,-6.871,0.454,1
2011,Good Life,onerepublic,8,38,35,41,-3,7oOfd5BP16mS0Vrh1PdRHt,0.699,0.134,94.947,0.0686,0.0891,0,4,0.63,6,253307,-7.76,0.656,1
2004,Good Little Girls,blue county,63,69,7,95,-26,0Y6dPRfSOVgLzKpn7L741h,0.808,0.0294,122.001,0.0384,0.0193,0,3,0.668,2,181800,-5.26,0.778,1
2015,Good Lovin,ludacris,91,91,2,97,-6,3TxpOBmKTHuKD4mNdgkPYt,0.762,0.105,83.999,0.22,0.288,4.51E-06,4,0.707,0,223440,-5.461,0.599,1
2006,Good Luck Charm,jagged edge,73,89,10,97,-8,0rJBJ4K6uNeDg1rGVyi0Tp,0.653,0.109,116.156,0.0689,0.434,0,4,0.634,11,264640,-5.89,0.5,1
2009,Good Morning,chamillionaire,40,63,3,94,-31,2VkD1v3tYy51yHdalZzEgJ,0.817,0.158,88.064,0.0859,0.0494,0,4,0.679,5,212520,-4.127,0.361,1
2002,Good Morning Beautiful,steve holy,29,64,20,60,4,6XHSxHlbphfjn0Xjrv3E0l,0.5,0.137,70.984,0.031,0.452,0,4,0.565,7,210933,-8.822,0.242,1
2017,Good Old Days,macklemore,60,61,10,60,1,2Za1AlJNvksouPPWbXpR2X,0.51,0.112,122.964,0.0633,0.446,2.46E-05,4,0.712,8,240507,-8.162,0.268,1
2006,Good Ride Cowboy,garth brooks,59,89,14,93,-4,596KxlJVRMeLDw8JzEBwWH,0.852,0.16,132.255,0.0629,0.571,0,4,0.55,9,204951,-2.211,0.589,1
2015,Good Thing,sage the gemini,75,83,8,100,-17,1Kgg1egseiOTxV3o7ECNdl,0.731,0.129,94.051,0.159,0.0143,0,4,0.558,4,226759,-6.234,0.25,0
2008,Good Time,alan jackson,40,89,20,94,-5,6lyKOW0FNW6aAZdKVgoM8m,0.767,0.397,132.017,0.0372,0.0355,6.92E-06,4,0.652,9,306773,-10.445,0.73,1
2012,Good Time,owl city,8,39,24,47,-8,2jR5kaTWvyyWENtAlPxLNi,0.888,0.293,126.09,0.134,0.0262,3.64E-06,4,0.56,3,206987,-4.207,0.7,1
2002,Good Times,styles,22,88,20,99,-11,7cFpB4ozcSwXuhqjvNbrbP,0.762,0.784,81.745,0.313,0.18,0,4,0.676,2,211493,-7.483,0.648,1
2005,Good Times,tommy lee,95,0,1,95,New,0jEQmT3j4ZeqTZ9sbq6wVA,0.836,0.224,89.061,0.0408,0.00116,0,4,0.49,7,186867,-4.282,0.542,1
2016,Good To Be Alive (Hallelujah),andy grammer,62,87,10,90,-3,12VPYOEM6y4uobCmEwAFK8,0.893,0.637,120.018,0.0463,0.0349,0,4,0.781,5,189098,-3.589,0.68,1
2010,Good Vibrations,glee cast,69,0,1,69,New,7x9TjeSywHXoyy3DJTRacA,0.975,0.0229,122.001,0.104,0.00223,0.001,4,0.753,7,253333,-4.621,0.585,1
2002,Goodbye,jagged edge,58,85,15,99,-14,3PcocqQL1Qn6LtUxjSlk4R,0.727,0.0532,130,0.105,0.134,2.40E-06,4,0.821,6,273020,-6.262,0.971,1
2009,Goodbye,kristinia debarge,15,43,13,58,-15,7HrFWF7dPGW8ELVL76yBTp,0.82,0.218,119.982,0.0479,0.00511,1.07E-05,4,0.778,11,208133,-3.138,0.653,1
2015,Goodbye,who is fancy,98,0,1,98,New,1oU4QiAXB0mW8aWx1tsfco,0.677,0.092,114.997,0.0468,0.0448,0.000584,4,0.709,5,206213,-6.615,0.644,1
2000,Goodbye Earl,dixie chicks,19,96,15,98,-2,7rqaqQurHzR5xHAhdm1gmM,0.7,0.0755,122.841,0.0295,0.0192,0,4,0.705,0,258640,-7.38,0.765,1
2006,Goodbye For Now,p.o.d.,48,48,2,70,-22,6UO0TGTr33kZLXG4PxRYZx,0.885,0.137,95.05,0.0484,0.00246,0,4,0.524,7,272547,-5.105,0.442,0
2013,Goodbye In Her Eyes,zac brown band,48,94,20,98,-4,3yM53DMMIioxVy7Pha1hD0,0.558,0.0879,81.271,0.038,0.163,3.76E-06,4,0.4,3,324267,-7.393,0.376,1
2006,Goodbye My Lover,james blunt,66,71,4,87,-16,6gxycjJNMgmAyfzUXBN80P,0.261,0.0903,89.567,0.0512,0.953,0.00342,4,0.432,4,258653,-12.591,0.273,1
2005,Goodbye Time,blake shelton,73,78,9,85,-7,4Zipq8ML4hVcVUmREgMDQv,0.331,0.231,76.885,0.0258,0.317,1.42E-05,4,0.472,2,203867,-8.504,0.175,1
2003,Goodbye To You,michelle branch,21,97,20,93,4,6NSJOIyKYcRZh28Kf0URTw,0.556,0.173,81.008,0.0263,0.288,0.000246,4,0.504,8,251200,-6.19,0.276,1
2013,Goodbye Town,lady antebellum,80,80,11,86,-6,1qDahv56bbyCytqvnvY2Yp,0.72,0.114,95.027,0.027,0.165,5.73E-06,4,0.678,4,288800,-6.034,0.538,1
2005,Goodies,ciara,1,50,38,50,0,3dFwpxh2yH7C7p9BGEKLVB,0.647,0.298,102.017,0.0491,0.0277,1.52E-06,4,0.826,5,223000,-6.306,0.872,0
2014,Goodnight Kiss,randy houser,52,72,16,85,-13,5HhYMRa46uMTTcw7vc2VVQ,0.705,0.108,111.004,0.0326,0.0369,9.01E-05,4,0.732,1,206800,-4.31,0.599,1
2016,Goosebumps,travis scott,32,0,1,92,New,6gBFPUFcJLzWGx4lenP6h2,0.728,0.149,130.049,0.0484,0.0847,0,4,0.841,7,243837,-3.37,0.43,1
2017,Gorgeous,taylor swift,13,85,4,89,-4,1ZY1PqizIl78geGM4xWlEA,0.532,0.227,92.024,0.147,0.0672,1.02E-05,4,0.797,7,209680,-6.861,0.454,1
2014,Gorilla,bruno mars,22,0,16,89,Re-Entry,2ih2U8ttFzCjnQ5njF3SrR,0.544,0.0973,139.959,0.0371,0.445,5.16E-06,4,0.717,7,244493,-6.598,0.641,1
2003,Gossip Folks,missy misdemeanor elliott,8,59,20,66,-7,75DjPjiIp2fvJDjtt41Jfs,0.538,0.317,121.732,0.505,0.362,0,4,0.707,0,234893,-5.264,0.439,1
2011,Got 2 Luv U,sean paul,84,88,6,88,0,7ha7zYOryB0rpnMTa4S75U,0.793,0.124,184.032,0.297,0.0825,0,4,0.605,7,196640,-3.084,0.647,0
2000,Got Beef,snoop dogg presents tha eastsidaz,99,99,2,99,0,6prKHhjQS7vc1YKLI77cQJ,0.772,0.0857,89.918,0.17,0.164,0,4,0.869,1,251333,-4.7,0.812,1
2000,Got It All,eve,88,91,5,95,-4,0wQqyhLetDqk3waR7JSttl,0.762,0.395,95,0.436,0.0197,3.70E-05,4,0.799,1,227200,-6.128,0.586,1
2004,Got It Twisted,mobb deep,64,79,20,90,-11,3ynOspcx8fp27eN8EeBEVH,0.741,0.0706,103.133,0.217,0.103,0,4,0.736,11,218640,-5.681,0.553,0
2008,Got Me Going,day26,79,87,3,98,-11,6Qqp1NCiy8Ps6EtOL1yjeb,0.728,0.0937,108.816,0.0786,0.0914,0,4,0.755,5,282373,-6.676,0.537,0
2008,Got Money,lil wayne,10,49,27,48,1,46lIt6GmL0VkkbuUyGDbCs,0.638,0.646,82.206,0.26,0.00199,0,4,0.442,7,244627,-5.053,0.706,1
2012,Got My Country On,chris cagle,86,86,9,98,-12,2jwGTxCfrIrvfEJduk81mY,0.838,0.0411,160.159,0.0525,0.197,0,4,0.503,7,234320,-4.529,0.541,1
2003,Got Some Teeth,obie trice,54,94,11,100,-6,7tszeVkfxO5ISkjZWpIG88,0.863,0.371,106.47,0.264,0.236,1.94E-05,4,0.552,10,227027,-2.853,0.725,0
2000,Got To Get It,sisqo,40,88,20,95,-7,5z17Oquw4RhTv8VaqOvDt0,0.79,0.0658,101.896,0.0711,0.128,0,4,0.77,10,174667,-6.583,0.752,0
2002,Got Ur Self A...,nas,87,95,19,98,-3,1qmzBun7db1e5Pr9XrkwuC,0.869,0.0982,93.612,0.238,0.0118,0,4,0.699,11,228627,-4.263,0.616,0
2010,Got Your Back,t.i.,38,0,20,99,Re-Entry,7nWzLDqOpuEn1cqIcQkUto,0.789,0.362,147.846,0.195,0.0171,0,4,0.541,8,264493,-5.267,0.623,1
2000,Got Your Money,ol' dirty bastard,33,57,20,56,1,6YYd5MLpu45J0uLrMdivF7,0.459,0.222,103.04,0.189,0.0516,0,4,0.934,1,239547,-7.654,0.697,1
2002,Gots Ta Be,b2k,34,86,18,92,-6,7fQsv0vVQ7X2JC3Ybopu4f,0.439,0.0693,131.811,0.0621,0.0414,0.000301,4,0.833,2,322267,-4.638,0.682,1
2009,Gotta Be Somebody,nickelback,10,47,27,50,-3,06T10fEzN8ZCcqzQZYA184,0.89,0.133,115.998,0.0601,0.000354,0.00165,4,0.536,0,252653,-5.222,0.205,1
2008,Gotta Find You,joe jonas,30,36,3,82,-46,2oOCYaGkOpOB5HPo15cEGl,0.74,0.0806,82.049,0.0356,0.0712,0,4,0.441,11,241867,-5.108,0.45,1
2002,Gotta Get Thru This,daniel bedingfield,10,39,21,45,-6,747tpec1a0Hfqvj2za1pBs,0.777,0.102,133.566,0.0597,0.0993,3.77E-05,4,0.839,7,161200,-5.424,0.926,0
2005,Gotta Getcha,jermaine dupri,60,79,11,94,-15,6iyFx3ek0vuGfDbjCgevJj,0.361,0.091,209.8,0.305,0.105,0,5,0.752,4,171507,-5.573,0.444,0
2006,Gotta Go,trey songz,67,70,18,82,-12,5Q4lFAfvLhGB7DNcg2DwgA,0.635,0.48,82.21,0.0632,0.161,0,4,0.675,5,247053,-5.356,0.562,0
2007,Gotta Go My Own Way,zac efron/vanessa anne hudgens,34,34,3,82,-48,5rWIO1uP0GwAoU45RTBJ2F,0.703,0.166,88.956,0.0283,0.123,1.47E-05,4,0.558,9,222360,-4.744,0.355,1
2005,Gotta Go Solo,patti labelle,89,92,9,94,-2,38j7IKSmSfAWLeRNNZPXNV,0.55,0.0922,109.75,0.0357,0.0195,0,4,0.658,0,241680,-5.312,0.549,0
2012,Gotta Have It,jay-z,69,85,11,94,-9,2Kbxfq8wkjMCno1QJe4yyw,0.559,0.242,149.794,0.284,0.458,0,4,0.735,4,140747,-6.913,0.302,0
2016,Gotta Lotta,2 chainz,100,0,1,100,New,18w6gupDJcqieHzcLrOwJC,0.601,0.0809,81.971,0.0516,0.00316,0,4,0.685,7,214720,-7.298,0.173,0
2005,Gotta Make It,trey songz,87,97,7,97,0,4xONUhRpKk1UIBsCSdviQo,0.881,0.173,140.007,0.0688,0.0909,0,4,0.753,7,243280,-5.063,0.808,1
2001,Gotta Tell You,samantha mumba,4,29,22,36,-7,7ccz9p1ErD6Kq5ZSQmyvLm,0.752,0.19,110.007,0.028,0.229,0,4,0.729,0,201067,-4.478,0.792,0
2018,Gotti,6ix9ine,99,0,1,99,New,27oFpFktCq9JIXjJQRuv7a,0.584,0.0658,161.9,0.176,0.0524,0,4,0.728,10,166852,-7.255,0.365,0
2007,Grace Kelly,mika,57,81,14,89,-8,7dzUZec5MnWMyQnk5klnKR,0.847,0.373,122.287,0.0519,0.0219,0.0329,4,0.678,0,187733,-5.825,0.601,1
2000,Graduation (Friends Forever),vitamin c,38,57,12,87,-30,45V4Mk7vZV2b9JfSWuUX9m,0.637,0.177,80.004,0.0459,0.00722,0.0419,4,0.583,0,340613,-6.464,0.315,1
2016,Grammys,drake,38,93,9,91,2,2JfeUjJvP1lJkCSne9g0de,0.43,0.08,145.802,0.525,0.00199,2.46E-06,4,0.676,1,220427,-9.533,0.116,1
2013,Grandpa (Tell Me 'Bout The Good Old Days),danielle bradberry,89,0,1,89,New,4tzjgEap9II2Z1okcaiRRO,0.301,0.0633,201.68,0.0341,0.518,1.63E-05,4,0.56,4,256293,-13.58,0.593,1
2016,Grass Ain't Greener,chris brown,71,94,4,96,-2,7xPzt6OP62WTStoaAyfqrN,0.611,0.0884,133.939,0.051,0.404,0,4,0.661,10,201422,-5.117,0.444,0
2007,Gravity,john mayer,71,97,4,96,1,3SktMqZmo3M9zbB7oKMIF7,0.326,0.24,123.98,0.0342,0.731,0.0013,3,0.764,7,245827,-9.883,0.237,1
2015,Great Is Thy Faithfulness,jordan smith,30,0,1,30,New,0wIXZ4dPhQn1GYQBSC1Pkh,0.379,0.191,83.828,0.0292,0.919,9.15E-05,3,0.301,7,214147,-6.29,0.335,1
2012,Greatest Love Of All,whitney houston,1,41,20,36,5,6yJxCltgtmGxIgKOS6ndnu,0.305,0.117,131.242,0.0339,0.484,3.55E-06,4,0.502,9,291400,-16.011,0.248,1
2017,Greatest Love Story,lanco,45,48,14,54,-6,2yQZwi1P8AkkxxFhQ8rMEK,0.617,0.119,147.986,0.0561,0.401,0,4,0.671,10,222573,-8.72,0.62,1
2006,Greatest Time Of Year,aly,96,0,1,96,New,3ufSi9aFa7Pec9jGa5wC7f,0.834,0.666,150.961,0.0448,0.000325,0,4,0.513,10,218493,-5.007,0.811,1
2009,Green Light,john legend,24,35,26,39,-4,72by3Re4C3eVEBXvsUo0zV,0.882,0.216,77.506,0.119,0.0912,0,4,0.622,9,284187,-5.59,0.762,0
2017,Green Light,lorde,19,74,9,86,-12,3I4QOvltiKcMu3xmnQjEct,0.731,0.0794,128.851,0.106,0.0166,1.58E-05,4,0.598,9,234653,-7.776,0.229,1
2016,Greenlight,pitbull,95,96,4,96,0,2q95XoeFGixx8b5LNF6Ey1,0.837,0.367,115.067,0.281,0.245,0,4,0.695,1,244174,-5.617,0.639,0
2011,Grenade,bruno mars,1,50,36,50,0,2tJulUYLDKOg9XrtVkMgcJ,0.558,0.118,110.443,0.0593,0.146,0,4,0.706,2,223253,-7.237,0.227,0
2006,Grillz,nelly,1,47,28,50,-3,5tXEx6JhF9FkP1fBlgFlCl,0.522,0.221,82.994,0.251,0.0357,0,4,0.863,7,270933,-7.254,0.831,1
2005,Grind With Me,pretty ricky,7,30,22,37,-7,3B7i9OKRRmIsSBHEbJz58Y,0.538,0.105,136.518,0.045,0.000204,0,4,0.7,1,237733,-5.952,0.189,1
2002,Grindin',clipse,32,80,20,83,-3,3XrvEifl0hIzgBGUa5jBLS,0.77,0.103,191.692,0.318,0.122,1.22E-06,4,0.592,1,264760,-3.402,0.361,1
2002,Grindin',the clipse,30,34,12,30,4,3XrvEifl0hIzgBGUa5jBLS,0.77,0.103,191.692,0.318,0.122,1.22E-06,4,0.592,1,264760,-3.402,0.361,1
2011,Grove St. Party,waka flocka flame,74,93,9,100,-7,2e9EZ2V5QGGZPMJacO3y0Y,0.702,0.364,140.059,0.108,0.138,0,4,0.705,0,250493,-4.783,0.771,0
2001,Grown Men Don't Cry,tim mcgraw,25,79,20,77,2,4RtDZMumlKxsN7IL3AJPUx,0.513,0.0994,101.815,0.024,0.199,0,4,0.657,10,235760,-8.514,0.56,1
2013,Guap,big sean,71,95,12,100,-5,1wcWdMlLjzp7Rx25JJN7c4,0.734,0.425,146.163,0.166,0.305,0,4,0.647,1,271760,-6.094,0.578,1
2017,Gucci Gang,lil pump,3,4,16,6,-2,43ZyHQITOjhciSUUNPVRHc,0.523,0.117,119.889,0.0597,0.239,0,4,0.936,5,124056,-6.71,0.699,1
2011,Gucci Gucci,kreayshawn,57,75,10,96,-21,5jOZ3W3HwXjUhfaeoOo4Gp,0.924,0.91,77.516,0.0662,0.158,1.29E-05,4,0.714,10,187293,-2.91,0.912,0
2000,Guerrilla Radio,rage against the machine,69,98,20,98,0,1wsRitfRRtWyEapl0q22o8,0.957,0.155,103.68,0.188,0.0129,7.06E-05,4,0.599,11,206200,-5.764,0.489,1
2002,Guess Who's Back,scarface,85,94,8,100,-6,43dtVVfeBWkiXKfFqBi4Qz,0.89,0.144,85.897,0.301,0.0188,0.00309,4,0.707,1,255573,-4.285,0.768,1
2002,Guess?,scarface,79,85,3,79,6,43dtVVfeBWkiXKfFqBi4Qz,0.89,0.144,85.897,0.301,0.0188,0.00309,4,0.707,1,255573,-4.285,0.768,1
2017,Gummo,6ix9ine,12,14,7,15,-1,2vjmyyAnDUzilFYxOlTdO1,0.761,0.136,78.514,0.13,0.0485,0,4,0.689,1,157643,-4.939,0.698,1
2008,Gunpowder & Lead,miranda lambert,52,89,17,94,-5,4nkUVxnkj2fl7NHxk4PSWq,0.907,0.395,187.826,0.0959,0.153,0,4,0.333,0,191693,-3.191,0.353,1
2014,Guts Over Fear,eminem,22,0,3,70,Re-Entry,4Yv6T3BqrdDqaklemAWgfl,0.851,0.261,139.761,0.213,0.346,0,4,0.638,10,300387,-4.319,0.515,0
2007,Guys Like Me,eric church,99,100,2,99,1,2FNYp8WnWlqkI4J0Zgea7a,0.793,0.328,158.103,0.0308,0.00198,1.15E-06,4,0.446,0,191053,-6.936,0.678,1
2017,Guys My Age,hey violet,68,68,5,83,-15,0Xm8tw6qikotb8FAOZ2ks7,0.687,0.0792,122.043,0.0356,0.12,0,4,0.688,8,213695,-5.332,0.269,0
2017,Gyalchester,drake,29,91,11,98,-7,6UjfByV1lDLW0SOVQA4NAi,0.389,0.0941,131.012,0.0634,0.0343,0.000679,4,0.872,1,189230,-8.343,0.156,1
2010,Gypsy,shakira,65,84,3,97,-13,5XbKAW0xWbg8I3vZwImas3,0.812,0.0877,92.999,0.0925,0.481,0,4,0.489,6,205733,-4.382,0.453,1
2011,H*A*M,kanye west,23,93,7,95,-2,6GI114RuBiRyc09NcXyU6y,0.805,0.235,85.063,0.238,0.0175,6.60E-06,4,0.56,10,266213,-4.654,0.527,0
2016,H.O.L.Y.,florida georgia line,14,47,22,50,-3,19PJf5HzeiVW0mdk82Swmn,0.661,0.087,78.132,0.0333,0.361,0,4,0.526,7,196960,-3.828,0.556,0
2015,Habits (Stay High),tove lo,3,47,39,50,-3,18AJRdgUoO9EYn11N7xzaT,0.653,0.0821,110.019,0.0305,0.065,5.84E-05,4,0.734,5,209160,-3.465,0.386,1
2013,Hail To The King,avenged sevenfold,83,89,3,83,6,3kMBEnLhExewYVmOD0wGu0,0.899,0.112,118.017,0.0362,0.000351,0.0559,4,0.584,3,304880,-5.133,0.662,0
2011,Hair,lady gaga,12,0,1,12,Hot Shot Debut,2uk0YH2ahN0UE5jaCMa5jn,0.923,0.159,135.001,0.061,0.00107,1.54E-05,4,0.561,5,307893,-3.409,0.415,1
2009,Half Of My Heart,john mayer,25,25,20,84,-59,7hR5toSPEgwFZ78jfHdANM,0.593,0.106,115.058,0.0251,0.435,0.000117,4,0.681,5,250373,-9.327,0.731,1
2002,halfcrazy,musiq,16,39,25,46,-7,0eLaQBWHWflyPagMYIxlnR,0.74,0.0425,67.017,0.357,0.427,0,4,0.32,11,254480,-7.625,0.417,0
2010,Halfway Gone,lifehouse,50,62,20,59,3,7AsqUKKbPMxOFNIbRLBxHt,0.922,0.201,124.996,0.0474,0.000814,0,4,0.54,1,195307,-4.884,0.481,0
2017,Halfway Off The Balcony,big sean,74,0,1,74,New,4atJ40xfasjdM9ZF3p07BV,0.809,0.242,125.285,0.269,0.36,0,4,0.529,8,230960,-6.554,0.136,1
2010,Halfway There,big time rush,93,0,1,93,New,6L4PjBaEjTxI0sOBGq8OQg,0.91,0.146,143.022,0.052,0.000927,0,4,0.541,8,212813,-4.725,0.351,1
2013,Hall Of Fame,the script,25,35,25,50,-15,1X1DWw2pcNZ8zSub3uhlNz,0.873,0.123,84.803,0.0565,0.0653,0,4,0.421,10,202533,-4.343,0.63,1
2009,Halle Berry (She's Fine),hurricane chris,52,53,7,52,1,63XXvHR6FfiRDk5lKNNCMI,0.744,0.0609,145.112,0.134,0.0119,0,4,0.709,11,281480,-5.905,0.508,0
2015,Hallelujah,jordan smith,61,0,1,61,Hot Shot Debut,3LLYIitFpZSmXY95rQxw0E,0.369,0.123,89.822,0.0272,0.816,0,3,0.191,2,189093,-6.784,0.148,1
2010,Hallelujah,justin timberlake,13,13,3,86,-73,1Ins4YBYfFMNM2jU308I1v,0.176,0.136,127.485,0.0317,0.911,3.72E-05,3,0.337,2,249208,-11.88,0.0479,1
2008,Hallelujah,kate voegele,68,0,1,68,New,4zZ6aF9qXTqMeTDvLuBPa7,0.216,0.117,107.909,0.0283,0.938,0,3,0.593,2,293613,-7.483,0.369,0
2016,Hallelujah,leonard cohen,59,0,1,59,Hot Shot Debut,1uZRbrSHZldIAevO9X8hOq,0.0719,0.11,64.834,0.0408,0.991,0.927,4,0.384,0,181147,-19.876,0.188,1
2016,Hallelujah,lindsey stirling,81,0,1,81,New,0GhuwiwcAuw3zU5QHCmBiP,0.437,0.0885,89.538,0.0324,0.799,0.0764,3,0.24,2,200000,-7.44,0.0747,1
2013,Hallelujah,matthew schuler,40,40,2,89,-49,5qv0ohJV2QNwga79jLNDYQ,0.133,0.154,69.166,0.0351,0.92,0.000716,4,0.26,0,414587,-11.156,0.0828,1
2015,Hallelujah,panic! at the disco,40,0,1,40,Hot Shot Debut,4YgHATLbR0upDqxTKIvvvc,0.892,0.25,160.117,0.221,0.0027,0,4,0.518,11,180267,-4.249,0.612,1
2017,Hallelujah,pentatonix,23,32,11,84,-52,550rQQCGkrTzvp4SfpOPzx,0.377,0.338,119.483,0.0361,0.454,0,4,0.321,10,268960,-7.385,0.367,1
2010,Hallelujah (Vancouver Winter 2010 Version),k.d. lang,61,0,1,61,New,5S0pF13mOsTnYweFwFy4D0,0.184,0.109,76.053,0.0289,0.846,2.71E-06,4,0.339,4,308440,-8.624,0.0989,1
2009,Halo,beyonce,5,37,31,44,-7,4JehYebiI9JE8sR8MisGVb,0.72,0.0563,79.983,0.0628,0.272,0,4,0.508,11,261640,-5.908,0.472,0
2015,Halo,jordan smith,88,0,1,88,New,7DThz7qoNx3WWQJgEipP7W,0.443,0.133,147.607,0.0281,0.879,2.28E-05,4,0.412,6,228240,-5.939,0.171,1
2009,Halo / Walking On Sunshine,glee cast,40,40,2,84,-44,04gTvkivzArTTMG6ykrwep,0.91,0.137,193.886,0.113,0.0679,3.38E-06,4,0.242,9,125013,-5.19,0.253,1
2017,HandClap,fitz and the tantrums,53,53,20,54,-1,4qRaZYiaOsSvWC7VgcxrI0,0.836,0.0828,139.956,0.0427,0.00609,0.000157,4,0.636,8,193253,-3.004,0.715,1
2008,Handlebars,flobots,37,44,20,54,-10,6JH9yWhgbm0y9iAJhCslNc,0.572,0.1,141.939,0.0868,0.0227,0,4,0.7,5,206813,-7.19,0.55,1
2002,Hands Clean,alanis morissette,23,86,20,89,-3,150QiRJd7uPtylrfFHGyCO,0.806,0.52,100.115,0.0293,0.00187,1.76E-06,4,0.506,7,272467,-4.775,0.49,1
2016,Hands To Myself,selena gomez,7,24,20,35,-11,7EZzirq5pGLjPALWr4lFeY,0.502,0.336,111,0.0994,0.0148,7.66E-06,4,0.808,5,200680,-7.227,0.442,0
2006,Hands Up,lloyd banks,84,97,4,98,-1,4vLsvkuiarfgZN4NeWAENI,0.889,0.359,95.017,0.213,0.08,0,4,0.797,1,241573,-2.329,0.586,1
2014,Handsome And Wealthy,migos,79,88,8,90,-2,61zTSexBvC42Db8jxMHuKx,0.665,0.094,146.031,0.101,0.00348,0,4,0.858,2,210557,-2.907,0.237,1
2000,Hanginaround,counting crows,28,61,20,66,-5,0LWINYMC4s8QTdDSb1B3Q3,0.783,0.744,91.396,0.0837,0.303,0,4,0.499,0,247333,-6.517,0.707,1
2002,Hanging By A Moment,lifehouse,2,48,54,49,-1,0wqOReZDnrefefEsrIGeR4,0.855,0.0716,124.578,0.0352,0.000983,0,4,0.531,1,216067,-4.95,0.424,1
2006,Hanging On,cheyenne kimball,53,72,6,96,-24,6Su4jst3IXkvneQb4OUiLE,0.934,0.318,118.773,0.0372,0.0105,7.26E-05,4,0.573,5,249160,-3.377,0.544,1
2014,Hangover,psy,26,0,1,26,Hot Shot Debut,6y1GhuZlIO7ZkyEPQ7kEu5,0.82,0.104,150.017,0.0395,0.00761,5.00E-05,4,0.699,1,236773,-5.172,0.372,1
2011,Hangover,taio cruz,62,0,1,62,New,23TrBtndcavtlYBQg5GoR8,0.873,0.123,128.053,0.046,0.00728,0,4,0.606,0,244507,-3.266,0.606,0
2017,Happier,ed sheeran,59,59,2,94,-35,2RttW7RAu5nOAfq6YFvApB,0.385,0.135,89.792,0.0288,0.536,0,4,0.522,0,207520,-7.355,0.236,1
2002,Happy,ashanti,8,32,23,45,-13,6CbcdeTQKj0qTaZTt0xkdk,0.508,0.062,89.473,0.029,0.263,3.76E-06,4,0.717,7,262560,-6.392,0.681,0
2009,Happy,leona lewis,31,70,9,79,-9,3SvipHGXjchT1ioKt7LwTr,0.644,0.0816,151.765,0.0529,0.469,0,4,0.34,0,241827,-4.921,0.234,1
